Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,First Ballot,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Keith Lee,1985,1989,3,1,PF,CLE,182,6.1,1114,4.7,861,1.0,178,0.4,74,0.6,110,45.1,16.7,74.6,45.2,12.2,1.2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurk Lee,1990,1991,1,1,PG,BRK,48,1.4,66,0.6,30,0.7,34,0.2,11,0.0,2,26.8,20.0,89.3,28.9,5.6,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Lee,2011,2015,3,1,SG,MIN,36,3.9,140,1.8,65,1.4,51,0.6,20,0.3,10,38.2,29.4,70.3,41.9,9.5,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock Lee,1981,1982,1,1,C,SDC,2,1.0,2,0.5,1,1.0,2,0.0,0,0.0,0,50.0,0.0,0.0,50.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Lee,1976,1982,6,1,PG,PHO,448,7.3,3285,2.7,1219,3.8,1688,1.9,869,0.3,122,41.6,32.1,70.5,42.3,12.4,1.8,10.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Russ Lee,1972,1975,3,1,SF,MIL,97,2.9,282,1.2,114,0.7,65,0.4,22,0.1,3,39.1,0.0,68.5,0.0,14.0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Leede,1949,1951,2,1,NA,BOS,121,7.8,949,2.1,118,1.9,225,0.0,0,0.0,0,33.4,0.0,71.9,0.0,0.0,2.9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Legler,1989,2000,10,1,SG,WAS,310,7.0,2182,1.6,481,1.3,402,0.5,149,0.1,41,44.7,43.1,84.0,52.3,13.6,1.2,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voshon Lenard,1995,2006,11,1,SG,MIA,565,11.9,6745,2.8,1609,2.1,1180,0.8,424,0.2,131,41.5,38.4,78.7,49.4,13.8,2.7,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Leonard,1989,1992,3,1,C,ATL,31,1.4,44,1.1,34,0.1,2,0.1,4,0.3,10,45.9,0.0,50.0,45.9,8.6,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Les,1988,1995,7,1,PG,SAC,321,3.8,1210,1.2,396,2.9,930,0.5,169,0.1,20,39.7,39.6,81.8,50.1,12.4,1.2,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Leslie,2011,2012,1,1,SG,LAC,10,1.4,14,0.9,9,0.5,5,0.2,2,0.2,2,35.7,0.0,44.4,35.7,14.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronnie Lester,1980,1986,6,1,PG,CHI,250,7.3,1816,1.9,473,4.0,1003,0.7,187,0.1,32,46.9,22.7,78.8,47.0,13.0,1.1,6.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clifford Lett,1989,1991,2,1,PG,CHI,11,3.5,38,0.6,7,0.7,8,0.2,2,0.1,1,43.2,0.0,66.7,43.2,3.4,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Leuer,2011,2019,8,1,PF,MEM,377,6.4,2395,3.8,1426,0.8,301,0.4,137,0.3,102,48.4,32.8,76.7,51.5,14.5,1.6,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Levane,1948,1953,3,1,SG,SAC,103,4.5,463,1.3,9,2.0,204,0.0,0,0.0,0,31.0,0.0,63.3,0.0,-4.1,0.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fat Lever,1982,1994,11,1,PG,DEN,752,13.9,10433,6.0,4523,6.2,4696,2.2,1666,0.3,209,44.7,31.0,77.1,45.5,17.8,5.6,61.2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cliff Levingston,1982,1995,11,1,PF,ATL,830,7.1,5888,5.2,4307,0.9,752,0.6,534,0.7,593,51.6,15.2,67.6,51.6,13.8,4.0,44.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bobby Lewis,1967,1971,4,1,SG,GSW,255,5.8,1481,2.1,533,2.2,555,0.0,0,0.0,0,38.1,0.0,71.2,0.0,9.7,0.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedric Lewis,1995,1996,1,1,C,WAS,3,1.3,4,0.7,2,0.0,0,0.3,1,0.0,0,66.7,0.0,0.0,66.7,62.7,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Lewis,1995,1997,2,1,SF,TOR,25,3.6,89,1.4,35,0.3,7,0.4,9,0.2,5,47.3,30.0,59.3,49.3,11.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy Lewis,1999,2004,4,1,SG,UTA,159,3.6,567,1.3,210,0.6,96,0.4,59,0.2,36,39.7,33.3,71.0,42.9,6.7,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralph Lewis,1987,1990,3,1,SG,DET,99,2.3,229,1.2,118,0.3,29,0.3,25,0.1,7,41.4,25.0,56.2,41.6,8.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashard Lewis,1998,2014,16,1,SF,OKC,1049,14.9,15579,5.2,5433,1.7,1765,1.1,1115,0.5,541,45.2,38.6,80.5,52.4,16.8,5.7,90.9,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reggie Lewis,1987,1993,6,1,SG,BOS,450,17.6,7902,4.3,1938,2.6,1153,1.3,569,0.9,417,48.8,20.0,82.4,49.0,17.1,6.5,38.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Liberty,1990,1994,4,1,SF,DEN,267,7.3,1942,3.5,925,0.9,244,0.7,189,0.3,73,41.7,34.0,66.4,43.5,12.2,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Lichti,1989,1994,5,1,SG,DEN,237,7.9,1870,2.1,505,1.4,325,0.8,179,0.2,45,46.0,24.4,78.9,46.6,12.2,1.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Liggins,2011,2018,5,1,SG,ORL,177,2.0,346,1.4,252,0.7,122,0.6,108,0.2,31,40.2,35.2,54.9,46.9,7.3,0.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Ligon,1974,1975,1,1,SG,DET,38,3.3,126,0.7,26,0.7,25,0.2,8,0.2,9,38.5,0.0,64.0,0.0,11.8,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Lingenfelter,1982,1984,2,1,PF,WAS,10,1.0,10,1.6,16,0.5,5,0.1,1,0.3,3,71.4,0.0,0.0,71.4,3.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alton Lister,1981,1998,16,1,C,MIL,953,6.6,6298,6.3,5996,1.0,914,0.4,351,1.5,1473,51.2,11.1,59.7,51.2,12.9,2.3,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randy Livingston,1996,2007,11,1,PG,PHO,203,3.8,773,1.4,282,2.0,415,0.6,121,0.2,31,40.6,35.1,77.1,42.9,10.0,0.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun Livingston,2004,2019,14,1,PG,GSW,833,6.3,5231,2.4,1989,3.0,2483,0.7,586,0.4,311,48.6,17.8,79.4,48.8,12.5,2.1,29.9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Ron Livingstone,1949,1951,2,1,NA,GSW,117,6.3,732,4.7,297,1.9,217,0.0,0,0.0,0,28.6,0.0,69.2,0.0,0.0,1.2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horacio Llamas,1996,1998,2,1,C,PHO,28,2.1,58,1.3,36,0.2,5,0.4,11,0.3,8,46.9,33.3,61.1,48.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Lloyd,1981,1990,7,1,SG,HOU,388,13.2,5130,3.1,1192,2.9,1138,0.9,365,0.3,133,52.4,21.3,77.1,52.5,16.4,2.8,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Lloyd,1976,1983,6,1,C,DAL,372,4.6,1694,3.0,1114,1.0,356,0.3,100,0.2,73,42.5,28.6,71.8,42.6,8.5,0.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Lochmueller,1952,1953,1,1,SF,PHI,62,3.7,232,2.6,162,0.8,47,0.0,0,0.0,0,32.2,0.0,60.7,0.0,9.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Lock,1988,1989,1,1,PF,LAC,20,1.5,30,1.6,32,0.2,4,0.2,3,0.2,4,28.1,0.0,80.0,28.1,5.3,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrell Lockhart,1983,1984,1,1,C,SAS,2,2.0,4,1.5,3,0.0,0,0.0,0,0.0,0,100.0,0.0,0.0,100.0,1.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Lockhart,1990,1991,1,1,SF,PHO,1,4.0,4,0.0,0,0.0,0,0.0,0,0.0,0,100.0,0.0,100.0,100.0,76.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Loder,1981,1984,3,1,SF,KCK,148,5.9,875,2.3,338,1.2,174,0.5,67,0.3,43,46.1,26.1,69.5,46.5,11.9,0.8,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don Lofgran,1950,1954,4,1,SF,INO,209,6.1,1265,3.9,817,1.0,216,0.0,0,0.0,0,32.9,0.0,69.2,0.0,11.7,0.8,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Lohaus,1987,1998,11,1,PF,MIL,656,5.9,3854,2.8,1869,1.1,714,0.5,307,0.8,503,44.0,36.1,73.3,49.6,12.3,1.4,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art Long,2000,2003,3,1,PF,SAC,98,3.5,345,3.3,319,0.5,48,0.3,27,0.4,42,45.8,66.7,48.5,46.1,9.7,0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Long,1988,2003,15,1,PF,MIA,1003,9.5,9518,6.1,6154,1.7,1716,1.2,1199,0.4,366,46.7,28.3,76.1,47.2,13.3,4.0,60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Long,1978,1997,14,1,SG,DET,893,13.6,12131,2.8,2492,1.9,1738,1.0,912,0.2,180,46.7,32.2,86.2,47.2,14.2,2.3,32.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paul Long,1967,1971,4,1,SG,DET,80,3.9,309,0.8,66,0.8,66,0.0,0,0.0,0,42.9,0.0,76.5,42.9,14.7,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawn Long,2016,2017,1,1,C,PHI,18,8.2,148,4.7,85,0.7,13,0.5,9,0.5,9,56.0,36.8,54.3,59.2,24.1,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luc Longley,1991,2001,10,1,C,CHI,567,7.2,4090,4.9,2794,1.5,836,0.5,278,1.0,549,46.2,0.0,76.0,46.2,11.8,1.8,17.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Felipe López,1998,2002,4,1,SG,MEM,249,5.8,1448,2.4,604,1.0,252,0.6,161,0.2,62,43.2,32.7,65.9,45.1,11.5,0.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raül López,2003,2005,2,1,PG,UTA,113,6.5,733,1.7,194,3.8,428,0.7,84,0.0,5,42.9,34.6,85.3,46.4,12.2,1.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Lorthridge,1994,1995,1,1,SG,GSW,37,7.4,272,1.9,71,2.7,101,0.8,28,0.0,1,47.5,21.4,64.8,48.2,12.9,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Loscutoff,1955,1964,9,1,SF,BOS,511,6.2,3156,5.6,2848,0.7,353,0.0,0,0.0,0,34.5,0.0,65.3,0.0,8.3,0.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Plummer Lott,1967,1969,2,1,SF,OKC,67,2.2,147,1.8,123,0.6,43,0.0,0,0.0,0,29.4,0.0,58.3,0.0,4.1,-0.7,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Loughery,1962,1973,11,1,SG,WAS,755,15.3,11575,3.0,2254,3.7,2803,0.0,0,0.0,0,41.3,0.0,80.3,0.0,13.7,2.7,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Love,1966,1977,11,1,PF,CHI,789,17.6,13895,5.9,4653,1.4,1123,0.8,232,0.2,56,42.9,0.0,80.5,0.0,14.9,4.6,50.4,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
Stan Love,1971,1975,4,1,PF,WAS,239,6.6,1579,3.9,929,0.8,181,0.5,44,0.4,37,44.0,0.0,75.1,44.0,13.2,1.4,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidney Lowe,1983,1990,4,1,PG,IND,193,2.9,562,1.7,335,3.9,749,1.0,191,0.0,9,36.7,13.3,76.4,37.0,10.4,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Lowery,1971,1972,1,1,PG,MIL,20,2.3,45,1.0,19,0.7,14,0.0,0,0.0,0,44.7,0.0,61.1,0.0,10.5,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Lucas,1976,1990,14,1,PG,HOU,928,10.7,9951,2.3,2151,7.0,6454,1.4,1273,0.1,73,44.9,30.3,77.6,46.3,15.9,3.8,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Maurice Lucas,1974,1988,14,1,PF,POR,1021,14.6,14857,9.1,9306,2.4,2498,0.8,803,0.6,659,47.1,14.3,76.5,47.2,16.2,4.9,69.0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
John Lucas III,2005,2017,8,1,PG,HOU,242,4.7,1147,1.0,237,1.5,362,0.4,88,0.0,2,38.3,34.4,76.8,45.2,11.8,0.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Luckenbill,1961,1963,2,1,PF,GSW,87,2.3,196,1.9,166,0.4,35,0.0,0,0.0,0,36.7,0.0,60.4,0.0,8.4,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyronn Lue,1998,2009,11,1,PG,ATL,554,8.5,4710,1.7,943,3.1,1727,0.5,286,0.0,10,43.7,39.1,82.9,49.4,13.2,1.8,19.7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Jim Luisi,1953,1954,1,1,PG,BLB,31,2.9,89,0.8,25,1.1,35,0.0,0,0.0,0,32.6,0.0,65.9,0.0,7.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Lumpkin,1974,1976,2,1,PG,POR,82,3.3,272,1.0,82,2.7,225,0.4,35,0.0,3,42.4,0.0,81.2,0.0,10.5,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Lumpp,1948,1953,5,1,PG,NYK,300,8.2,2462,2.2,391,2.2,654,0.0,0,0.0,0,36.6,0.0,76.7,0.0,12.7,3.1,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Lynch,1993,2005,12,1,SF,LAL,774,6.6,5109,5.0,3902,1.4,1121,1.1,817,0.3,258,44.6,30.6,65.2,46.2,12.8,2.7,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Lynch,1991,1993,2,1,SG,CHO,95,3.3,310,1.3,120,1.1,108,0.5,48,0.2,15,43.6,33.3,72.6,44.1,7.7,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Lynn,1969,1971,2,1,SF,LAL,49,2.6,126,1.4,68,0.6,31,0.0,0,0.0,0,32.9,0.0,66.7,0.0,4.5,-0.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheldon Mac,2016,2017,1,1,SG,WAS,30,3.0,90,1.1,34,0.5,15,0.3,8,0.1,2,40.0,23.3,85.2,44.7,10.1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd MacCulloch,1999,2003,4,1,C,PHI,223,6.1,1369,4.0,888,0.5,121,0.3,61,0.8,177,54.1,0.0,64.2,54.1,16.9,3.0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronnie MacGilvray,1954,1955,1,1,PG,MLH,6,1.3,8,1.5,9,1.8,11,0.0,0,0.0,0,16.7,0.0,57.1,0.0,8.1,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don MacLean,1992,2001,9,1,SF,WAS,319,10.9,3490,3.8,1210,1.3,404,0.4,118,0.2,51,45.5,28.4,76.5,46.5,15.1,1.0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mike Macaluso,1973,1974,1,1,SF,LAC,30,1.6,48,0.8,25,0.1,3,0.2,7,0.0,1,43.2,0.0,58.8,0.0,10.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arvydas Macijauskas,2005,2006,1,1,SG,NOP,19,2.3,44,0.5,10,0.3,5,0.4,7,0.0,0,34.1,25.0,86.7,37.8,8.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ollie Mack,1979,1982,3,1,SG,CHI,128,7.2,916,2.5,319,1.8,230,0.7,85,0.1,11,45.8,0.0,67.4,45.8,12.0,0.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Mack,1992,2002,7,1,SF,HOU,259,7.8,2011,2.1,533,1.3,336,0.6,164,0.1,37,40.0,37.4,83.1,49.3,12.2,1.1,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Mackey,1993,1994,1,1,C,PHO,22,1.5,32,1.1,24,0.0,1,0.0,0,0.1,3,37.8,0.0,50.0,37.8,12.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudy Macklin,1981,1984,3,1,SF,ATL,160,6.4,1030,2.9,464,0.8,121,0.5,82,0.2,30,44.9,0.0,77.6,44.9,10.0,1.1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vernon Macklin,2011,2012,1,1,C,DET,23,2.0,46,1.5,34,0.2,5,0.2,4,0.2,4,54.3,0.0,57.1,54.3,18.2,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Macknowski,1949,1951,2,1,NA,PHI,117,7.0,823,1.9,110,1.1,134,0.0,0,0.0,0,31.7,0.0,72.7,0.0,0.0,1.4,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Macon,1991,1999,6,1,SG,DET,251,6.7,1685,1.9,467,1.7,428,1.4,349,0.1,20,38.4,27.0,73.5,39.4,8.9,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kyle Macy,1980,1987,7,1,PG,PHO,551,9.5,5259,2.2,1214,4.0,2198,1.1,631,0.1,49,50.1,33.7,87.3,52.3,14.0,5.1,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tito Maddox,2002,2003,1,1,SG,HOU,9,1.2,11,0.8,7,0.6,5,0.3,3,0.1,1,25.0,0.0,62.5,25.0,11.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Madkins,1993,1998,3,1,SG,CLE,48,1.7,80,0.5,26,1.4,65,0.5,24,0.0,1,36.6,37.5,76.2,45.1,8.7,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Madsen,2000,2009,9,1,C,MIN,453,2.2,975,2.6,1157,0.4,181,0.3,116,0.2,102,45.7,6.3,52.7,45.7,8.1,0.9,8.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Norm Mager,1950,1951,1,1,NA,BLB,24,5.2,124,2.0,47,1.0,23,0.0,0,0.0,0,28.2,0.0,78.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Maggette,1999,2013,14,1,SF,LAC,827,16.0,13198,4.9,4022,2.1,1696,0.7,590,0.2,139,45.3,32.4,82.2,47.9,17.9,4.4,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Magley,1982,1983,1,1,SF,CLE,14,0.9,12,0.7,10,0.1,2,0.1,2,0.0,0,25.0,0.0,50.0,25.0,3.9,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal Magloire,2000,2012,12,1,C,NOP,680,7.2,4917,6.5,4408,0.6,386,0.3,224,0.9,603,48.0,0.0,63.9,48.0,13.5,2.3,27.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Mahinmi,2007,2020,12,1,C,IND,618,5.2,3209,4.4,2705,0.6,357,0.6,357,0.7,443,53.3,16.0,61.2,53.5,13.0,2.2,26.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
John Mahnken,1946,1953,7,1,C,BOS,414,5.8,2388,2.9,533,1.3,539,0.0,0,0.0,0,27.2,0.0,65.0,0.0,10.1,0.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo Mahoney,1952,1954,2,1,NA,BOS,8,1.5,12,1.1,9,0.3,2,0.0,0,0.0,0,33.3,0.0,80.0,0.0,9.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Mahorn,1980,1999,18,1,PF,DET,1117,6.9,7763,6.2,6957,1.0,1082,0.6,633,0.9,1007,49.3,13.2,70.4,49.3,11.6,2.9,51.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Dan Majerle,1988,2002,14,1,SG,PHO,955,11.4,10925,4.5,4265,2.9,2755,1.3,1194,0.4,360,43.1,35.8,74.1,50.5,13.8,5.6,78.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Renaldo Major,2006,2007,1,1,PF,GSW,1,5.0,5,2.0,2,0.0,0,2.0,2,0.0,0,20.0,0.0,50.0,20.0,-3.7,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Malone,1983,1996,13,1,SG,WAS,905,19.0,17231,2.6,2364,2.4,2154,0.6,577,0.1,100,48.4,26.8,87.1,48.7,15.2,4.2,54.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matt Maloney,1996,2003,6,1,PG,HOU,295,7.4,2177,1.7,500,2.9,852,0.8,240,0.0,14,40.8,37.2,79.7,51.2,10.6,1.6,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Steve Malovic,1979,1980,1,1,PF,WAS,39,2.1,80,2.2,86,0.7,26,0.2,8,0.2,6,46.3,0.0,66.7,46.3,7.2,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Manakas,1973,1974,1,1,SG,SAC,5,2.4,12,0.6,3,0.4,2,0.2,1,0.0,0,40.0,0.0,100.0,0.0,7.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
