Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team,HOF Probability,HOF Lock
Brian Cook,2003,2012,9,1,PF,LAL,421,5.5,2312,2.6,1115,0.6,252,0.3,135,0.3,134,43.9,38.2,78.3,50.2,13.1,1.1,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022606348571256865,0
Daequan Cook,2007,2013,6,1,SG,MIA,328,6.4,2114,2.1,703,0.7,243,0.4,120,0.1,48,36.9,35.9,81.3,47.6,9.1,0.8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001998402365280431,0
Darwin Cook,1980,1989,8,1,SG,BRK,612,9.5,5820,2.1,1308,3.7,2248,1.7,1044,0.3,203,45.3,19.6,76.4,45.8,13.8,2.9,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007513533199229172,0
Jeff Cook,1979,1988,8,1,PF,PHO,518,5.3,2734,4.5,2334,1.4,707,0.6,306,0.4,215,46.2,5.6,71.6,46.2,10.9,2.2,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048634830864245785,0
Norm Cook,1976,1978,2,1,SF,BOS,27,2.4,65,1.1,30,0.2,6,0.4,10,0.1,3,37.3,0.0,52.9,0.0,9.8,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010807212920051254,0
Omar Cook,2003,2005,2,1,PG,POR,22,1.7,37,0.6,13,2.1,46,0.7,16,0.0,1,33.3,0.0,50.0,33.3,9.0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010889832038059979,0
Quinn Cook,2016,2021,5,0,PG,GSW,188,6.4,1200,1.7,314,1.6,298,0.3,52,0.0,7,46.1,40.8,79.5,54.8,12.3,0.8,4.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0020566423729449714,0
Tyler Cook,2019,2022,3,0,PF,CLE,64,3.8,243,2.5,161,0.3,21,0.2,15,0.1,6,65.6,50.0,59.5,65.9,13.4,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174504342647823,0
Charles Cooke,2017,2018,1,1,SG,NOP,13,0.5,6,0.2,2,0.1,1,0.1,1,0.0,0,14.3,12.5,50.0,17.9,-5.1,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010107388515997176,0
David Cooke,1985,1986,1,1,PF,SAC,6,1.5,9,1.7,10,0.2,1,0.7,4,0.0,0,18.2,0.0,50.0,18.2,6.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011911030756416295,0
Joe Cooke,1970,1971,1,1,SG,CLE,73,4.3,316,1.6,114,1.3,93,0.0,0,0.0,0,39.3,0.0,81.4,0.0,10.4,-0.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008137184398598577,0
Jack Cooley,2014,2018,2,1,C,UTA,23,2.9,67,2.4,55,0.3,7,0.3,7,0.1,3,44.9,0.0,57.5,44.9,15.6,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001385001127474344,0
Chuck Cooper,1950,1956,6,1,SF,BOS,409,6.7,2725,5.9,2431,1.8,734,0.0,0,0.0,0,33.9,0.0,74.3,0.0,11.1,1.9,11.6,1,1,0,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004357806331834967,0
Duane Cooper,1992,1994,2,1,PG,LAL,88,2.3,204,0.7,59,2.0,178,0.2,21,0.0,2,40.2,21.6,72.0,42.2,7.7,-0.2,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009993152200465426,0
Joe Cooper,1981,1985,3,1,C,BRK,24,4.5,109,4.0,97,0.8,19,0.5,11,0.9,21,50.6,0.0,54.3,50.6,10.5,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012508452036360913,0
Michael Cooper,1978,1990,12,1,SG,LAL,873,8.9,7729,3.2,2769,4.2,3666,1.2,1033,0.6,523,46.9,34.0,83.3,50.2,12.8,4.4,52.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,1,0,0,0,0.012195076427331506,0
Sharife Cooper,2021,2022,1,0,PG,ATL,12,0.6,7,0.4,5,0.4,5,0.0,0,0.0,0,21.4,16.7,0.0,25.0,-5.7,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010096434819773226,0
Wayne Cooper,1978,1992,14,1,C,POR,984,7.9,7777,6.2,6095,0.9,852,0.3,295,1.6,1535,45.7,14.6,73.6,45.7,13.4,2.6,36.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037338068554281173,0
Tom Copa,1991,1992,1,1,C,SAS,33,1.5,48,1.1,36,0.1,3,0.1,2,0.2,6,55.0,0.0,30.8,55.0,10.7,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014181804443168479,0
Chris Copeland,2012,2016,4,1,PF,IND,171,5.8,998,1.6,272,0.6,107,0.2,32,0.2,30,42.7,36.5,75.2,51.6,12.4,0.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001959579544346137,0
Hollis Copeland,1979,1982,2,1,SF,NYK,93,5.0,464,1.7,161,1.0,89,0.7,65,0.3,27,48.8,0.0,73.9,48.8,10.7,0.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002074555052853421,0
Lanard Copeland,1989,1992,2,1,SG,PHI,33,2.7,90,0.5,17,0.4,14,0.1,3,0.0,1,41.8,14.3,81.3,42.3,8.2,-0.2,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009928693781881361,0
Tyrone Corbin,1985,2001,16,1,SF,ATL,1065,9.2,9766,4.7,5046,1.8,1894,1.2,1228,0.3,270,45.6,29.9,79.1,46.8,13.1,3.5,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004721401361083778,0
Chris Corchiani,1991,1994,3,1,PG,ORL,112,3.7,416,1.2,129,2.2,243,0.7,73,0.0,4,42.1,26.9,81.6,45.5,11.7,0.5,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174146269265207,0
Petr Cornelie,2021,2022,1,0,PF,DEN,13,1.1,14,1.1,14,0.2,3,0.1,1,0.1,1,33.3,12.5,75.0,36.7,9.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011960970049302874,0
Dave Corzine,1978,1991,13,1,C,CHI,891,8.5,7615,5.9,5262,1.7,1477,0.4,369,1.0,848,48.4,18.9,74.7,48.5,13.6,2.9,37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004839122190779541,0
Larry Costello,1954,1968,12,1,PG,PHI,706,12.2,8622,3.8,2705,4.6,3215,0.0,0,0.0,0,43.8,0.0,84.1,0.0,14.5,5.2,62.7,1,0,0,1,2022,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5483604144612002,0
Matt Costello,2017,2018,1,1,C,SAS,4,1.0,4,2.3,9,0.5,2,0.5,2,0.5,2,50.0,0.0,0.0,50.0,9.7,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001306821795696917,0
Bryce Cotton,2014,2016,2,1,PG,UTA,23,3.8,88,0.8,18,0.8,18,0.3,7,0.0,0,41.8,30.4,83.3,46.2,12.0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012683152728521839,0
James Cotton,1997,1999,2,1,SG,OKC,19,2.6,49,0.8,16,0.0,0,0.2,4,0.1,1,35.9,0.0,77.8,35.9,12.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011771423960229086,0
John Coughran,1979,1980,1,1,SF,GSW,24,2.8,68,0.8,19,0.5,12,0.3,7,0.0,1,35.8,22.2,57.1,37.0,6.0,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009035833504120679,0
Mel Counts,1964,1976,12,1,C,LAL,789,8.3,6516,6.0,4756,1.4,1100,0.6,85,0.5,74,43.5,0.0,76.4,0.0,15.3,2.3,27.7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0037522039283569408,0
Steve Courtin,1964,1965,1,1,SG,PHI,24,4.2,101,0.9,22,0.9,22,0.0,0,0.0,0,40.8,0.0,81.0,0.0,6.9,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013782239657196425,0
Joe Courtney,1992,1997,4,1,PF,CHI,96,2.8,264,1.5,140,0.3,27,0.2,20,0.2,23,43.3,66.7,63.3,43.7,9.7,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012725504746318697,0
Marcus Cousin,2010,2011,1,1,C,UTA,4,1.0,4,0.8,3,0.0,0,0.0,0,0.3,1,66.7,0.0,0.0,66.7,7.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011975006343075284,0
DeMarcus Cousins,2010,2022,11,0,C,SAC,653,19.6,12785,10.2,6655,3.0,1974,1.3,873,1.1,740,46.0,33.0,73.7,48.1,22.0,4.2,46.6,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.24217812161281574,0
Bob Cousy,1950,1970,14,1,PG,BOS,924,18.4,16960,5.2,4786,7.5,6955,0.0,0,0.0,0,37.5,0.0,80.3,0.0,19.9,6.5,91.1,1,1,0,0,1971,13,0,0,8,0,0,6,12,0,0,0,0,0,2,0,1,0,1,0.9999940401213313,1
Robert Covington,2013,2022,9,0,SF,PHI,536,11.6,6213,5.8,3116,1.5,803,1.6,860,1.0,527,40.6,36.0,81.3,52.2,13.0,3.2,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.008088512471505157,0
Dave Cowens,1970,1983,11,1,C,BOS,766,17.6,13516,13.6,10444,3.8,2910,1.1,599,0.9,488,46.0,7.1,78.3,46.0,17.0,7.8,86.3,1,1,0,0,1991,8,0,0,0,0,0,2,3,1,1,3,0,0,1,0,1,0,1,0.9975231620931643,1
Chubby Cox,1982,1983,1,1,SG,WAS,7,4.1,29,1.4,10,0.9,6,0.0,0,0.1,1,35.1,0.0,50.0,35.1,1.6,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000972854804712735,0
Johnny Cox,1962,1963,1,1,SG,CHZ,73,7.8,573,3.8,280,1.9,142,0.0,0,0.0,0,42.1,0.0,70.4,0.0,10.3,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017186384688781765,0
Wesley Cox,1977,1979,2,1,SF,GSW,74,4.6,342,2.8,206,0.3,23,0.5,34,0.2,15,41.2,0.0,51.0,0.0,8.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012548662170573056,0
Allen Crabbe,2013,2020,7,0,SG,POR,381,9.1,3453,2.8,1073,1.1,434,0.6,223,0.3,104,42.5,38.7,83.1,53.1,10.8,2.0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004414906543274129,0
Torrey Craig,2017,2022,5,0,SF,DEN,299,5.7,1690,3.6,1083,0.9,280,0.5,146,0.5,157,45.7,33.1,69.3,54.0,11.1,2.1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005516151619060193,0
Chris Crawford,1997,2004,7,1,PF,ATL,252,6.6,1654,2.2,547,0.6,154,0.4,101,0.3,80,43.7,34.7,82.4,46.2,12.9,0.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020891798888179086,0
Freddie Crawford,1966,1971,5,1,SG,NYK,297,6.8,2031,2.5,746,2.1,610,0.0,0,0.0,0,44.6,0.0,59.5,0.0,11.4,1.2,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002757059720259615,0
Jamal Crawford,2000,2020,20,1,SG,NYK,1327,14.6,19419,2.2,2948,3.4,4541,0.9,1179,0.2,271,41.0,34.8,86.2,47.7,15.1,3.0,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.002493406520784562,0
Joe Crawford,2008,2009,1,1,SF,NYK,2,4.5,9,2.0,4,0.5,1,0.5,1,0.0,0,30.0,25.0,100.0,35.0,10.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011539658720639272,0
Jordan Crawford,2010,2018,6,1,SG,WAS,281,12.2,3432,2.5,703,3.1,883,0.7,196,0.1,23,41.1,31.7,82.6,46.4,14.1,1.1,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023576528556125296,0
Mitch Creek,2018,2019,1,0,SF,BRK,5,4.2,21,2.4,12,1.2,6,0.4,2,0.0,0,50.0,0.0,71.4,50.0,20.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013786384366555862,0
Jim Creighton,1975,1976,1,1,SF,ATL,32,1.0,31,1.4,45,0.1,4,0.1,2,0.3,9,27.9,0.0,43.8,0.0,5.5,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010049936618211955,0
Ron Crevier,1985,1986,1,1,C,GSW,3,0.0,0,0.3,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-31.7,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011089572424402786,0
Joe Crispin,2001,2002,1,1,PG,LAL,21,3.8,79,0.5,11,1.2,26,0.2,5,0.0,0,38.2,38.5,92.3,49.3,17.1,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016486324303613712,0
Charlie Criss,1977,1985,8,1,PG,ATL,418,8.5,3534,1.4,592,3.2,1335,0.9,366,0.1,21,43.2,17.9,83.1,43.5,12.8,1.7,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034032679178219,0
Winston Crite,1987,1989,2,1,SF,PHO,31,2.8,87,2.1,65,0.5,15,0.2,5,0.3,8,47.9,0.0,76.0,47.9,9.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012813195331805112,0
Javaris Crittenton,2007,2009,2,1,SG,MEM,113,5.3,595,2.4,276,1.8,201,0.5,59,0.1,8,44.2,23.1,63.8,45.4,10.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012440475067040141,0
Dillard Crocker,1948,1953,4,1,PF,MLH,154,8.8,1352,2.2,215,1.3,205,0.0,0,0.0,0,31.6,0.0,70.6,0.0,12.8,0.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016352188802463698,0
Geoff Crompton,1978,1984,5,1,C,DEN,82,1.2,99,1.7,139,0.3,28,0.1,10,0.3,23,37.0,0.0,44.2,37.0,5.6,-0.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011968154114510824,0
Terry Crosby,1979,1980,1,1,PG,KCK,4,1.5,6,0.3,1,1.8,7,0.0,0,0.0,0,50.0,0.0,100.0,50.0,3.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011911985050972306,0
Austin Croshere,1997,2009,12,1,PF,IND,659,6.8,4475,4.0,2649,1.0,627,0.4,245,0.3,216,40.7,34.0,86.1,46.6,14.3,2.3,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003909614473047502,0
Jeff Cross,1985,1986,1,1,PF,LAC,21,1.2,26,1.4,30,0.0,1,0.1,2,0.1,3,25.0,0.0,56.0,25.0,1.5,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010946412915093255,0
Pete Cross,1970,1973,3,1,C,OKC,182,5.8,1057,8.3,1519,1.0,187,0.0,0,0.0,0,43.1,0.0,69.5,0.0,12.5,1.4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035124556724878343,0
Russell Cross,1983,1984,1,1,C,GSW,45,3.7,166,1.8,82,0.5,22,0.3,12,0.2,7,57.1,0.0,41.8,57.1,15.3,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002338666983859874,0
John Crotty,1992,2003,11,1,PG,UTA,477,4.0,1903,1.1,502,2.1,999,0.4,181,0.0,20,43.1,38.4,83.7,48.1,12.7,1.1,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021872571767730296,0
Mark Crow,1977,1978,1,1,SF,BRK,15,5.6,84,1.8,27,0.5,8,0.3,5,0.1,1,43.8,0.0,70.0,0.0,12.7,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001357984347914429,0
Corey Crowder,1991,1995,2,1,SF,UTA,58,2.1,120,0.8,44,0.3,18,0.1,8,0.0,2,36.9,38.2,70.8,42.2,7.6,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012872113727666527,0
Jae Crowder,2012,2022,10,0,SF,DAL,735,9.6,7056,4.3,3141,1.6,1182,1.0,736,0.3,254,41.7,34.6,77.7,51.6,12.7,4.0,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01202462304012779,0
Jarrett Culver,2019,2022,3,0,SG,MIN,133,6.6,876,2.7,362,1.2,166,0.7,93,0.4,52,40.3,28.3,50.0,45.5,9.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011227104472525667,0
Jarron Cumberland,2021,2022,1,0,SG,POR,3,0.7,2,1.0,3,0.3,1,0.0,0,0.0,0,50.0,0.0,0.0,50.0,8.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012013120447052822,0
Pat Cummings,1979,1991,12,1,C,NYK,683,9.6,6529,5.6,3825,1.2,807,0.5,360,0.3,171,49.7,0.0,73.7,49.7,13.3,1.9,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030121514389499144,0
Terry Cummings,1982,2000,18,1,PF,MIL,1183,16.4,19460,7.3,8630,1.9,2190,1.1,1255,0.5,650,48.4,29.5,70.6,48.5,18.3,5.1,91.1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0.05425797011037118,0
Vonteego Cummings,1999,2002,3,1,PG,GSW,199,6.9,1381,1.9,373,2.7,534,0.9,176,0.2,32,38.3,32.1,72.6,42.3,11.8,0.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019728142167542663,0
Billy Cunningham,1965,1976,11,1,SF,PHI,770,21.2,16310,10.4,7981,4.3,3305,1.8,390,0.5,66,45.2,26.3,73.0,45.2,20.0,7.1,78.6,1,1,0,0,1986,5,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,1,0.984712946580014,1
Cade Cunningham,2021,2022,1,0,PG,DET,64,17.4,1114,5.5,354,5.6,356,1.2,78,0.7,43,41.6,31.4,84.5,47.1,13.1,-0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006464215596832425,0
Dante Cunningham,2009,2019,10,0,PF,NOP,715,5.8,4133,3.7,2676,0.7,506,0.6,459,0.5,336,46.9,34.5,64.9,49.8,11.1,2.5,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051166394812710144,0
Dick Cunningham,1968,1975,7,1,C,MIL,358,2.8,1012,3.7,1324,0.6,221,0.2,2,0.2,2,40.6,0.0,63.6,0.0,10.5,0.6,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0017651039457129956,0
Jared Cunningham,2012,2016,4,1,SG,DAL,84,2.3,197,0.7,56,0.5,39,0.3,21,0.0,2,34.7,30.6,67.4,40.2,6.8,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012840962053473107,0
William Cunningham,1997,1999,2,1,C,UTA,23,0.6,14,1.7,38,0.1,2,0.1,3,0.5,11,25.9,0.0,0.0,25.9,2.2,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011015751457400234,0
Radisav Ćurčić,1992,1993,1,1,C,DAL,20,2.9,58,2.5,49,0.6,12,0.4,7,0.1,2,39.0,0.0,72.2,39.0,13.5,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015247551076790395,0
Earl Cureton,1980,1997,12,1,C,PHI,674,5.4,3620,4.7,3172,1.0,678,0.5,341,0.5,361,47.3,0.0,53.8,47.3,10.4,1.2,14.4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0021503678864749683,0
Bill Curley,1994,2001,5,1,PF,MIN,147,2.7,394,2.0,290,0.4,60,0.4,61,0.3,44,44.4,22.2,74.3,44.6,8.2,0.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001467464009009224,0
Dell Curry,1986,2002,16,1,SG,CHO,1083,11.7,12670,2.4,2617,1.8,1909,0.9,985,0.2,238,45.7,40.2,84.3,51.3,16.0,2.6,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.003186428925945394,0
Eddy Curry,2001,2013,11,1,C,NYK,527,12.9,6820,5.2,2725,0.5,287,0.3,155,0.7,384,54.5,100.0,64.2,54.5,15.9,2.0,21.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003293257593627004,0
JamesOn Curry,2009,2010,1,1,PG,LAC,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012102725860251291,0
Michael Curry,1993,2005,11,1,SG,DET,667,4.5,2986,1.6,1045,1.2,804,0.5,333,0.1,66,44.7,29.8,82.5,46.3,7.5,1.6,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028761520829142344,0
Seth Curry,2013,2022,8,0,PG,DAL,377,11.3,4245,2.2,843,2.2,832,0.7,274,0.1,53,47.7,43.9,85.4,58.8,13.9,2.6,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006012659640403776,0
Stephen Curry,2009,2022,13,0,PG,GSW,826,24.3,20064,4.6,3838,6.5,5388,1.7,1367,0.2,187,47.3,42.8,90.8,58.1,23.8,9.2,120.2,0,0,0,0,0,8,2,0,0,1,0,3,7,1,0,0,0,0,1,0,2,0,1,0.9997021459007386,1
Rastko Cvetković,1995,1996,1,1,C,DEN,14,0.7,10,0.8,11,0.2,3,0.1,2,0.1,1,31.3,0.0,0.0,31.3,2.1,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001100660167047089,0
Mike D'Antoni,1973,1977,4,1,SG,SAC,180,3.4,605,1.5,262,2.0,363,1.2,215,0.2,41,41.4,0.0,73.5,41.4,10.2,0.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001724192141923927,0
Quintin Dailey,1982,1992,10,1,SG,CHI,528,14.1,7470,2.5,1307,2.3,1188,0.9,500,0.1,51,45.4,15.8,77.9,45.6,15.1,1.3,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0022643390157137027,0
Samuel Dalembert,2001,2015,13,1,C,PHI,886,7.7,6814,7.8,6942,0.5,465,0.5,437,1.7,1546,52.1,8.3,70.6,52.1,15.4,3.9,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007924006927103806,0
Erick Dampier,1996,2012,16,1,C,GSW,987,7.4,7309,7.1,7005,0.8,817,0.3,330,1.4,1398,49.8,12.5,62.6,49.8,14.3,3.3,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444710063512297,0
Bob Dandridge,1969,1982,13,1,SF,MIL,839,18.5,15530,6.8,5715,3.4,2846,1.3,661,0.6,303,48.4,16.7,78.0,48.4,16.7,6.2,80.3,1,1,0,0,2021,4,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0.31776345081972984,1
Antonio Daniels,1997,2011,13,1,PG,SAS,872,7.6,6623,1.8,1613,3.4,2934,0.6,564,0.1,85,44.4,31.1,79.3,47.9,14.6,3.6,47.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007156568072616314,0
Erik Daniels,2004,2005,1,1,SF,SAC,21,0.6,13,0.9,18,0.2,4,0.1,2,0.0,0,33.3,50.0,0.0,36.1,4.6,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011017540556284206,0
