Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team,HOF Probability,HOF Lock
Glen Rice Jr.,2013,2015,2,1,SG,WAS,16,2.7,43,1.5,24,0.6,9,0.4,6,0.1,1,26.9,25.0,69.2,32.7,3.8,-0.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001080533931028813,0
Chris Richard,2007,2010,2,1,C,MIN,70,1.9,135,2.8,194,0.4,25,0.3,18,0.2,16,48.3,0.0,60.5,48.3,7.5,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015211670936079395,0
Nick Richards,2020,2022,2,0,PF,CHO,68,2.4,165,1.4,97,0.2,15,0.1,9,0.3,21,64.6,0.0,68.5,64.6,14.4,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017981229461525594,0
Clint Richardson,1979,1987,8,1,SG,PHI,586,7.0,4084,2.4,1378,2.5,1461,0.6,360,0.2,105,46.3,24.4,77.0,46.5,11.1,2.1,16.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0045241189090929395,0
Jason Richardson,2001,2015,13,1,SG,GSW,857,17.1,14644,5.0,4245,2.7,2284,1.2,995,0.4,367,43.8,37.0,70.7,50.2,16.3,4.5,59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009826967017617733,0
Jeremy Richardson,2006,2009,3,1,SF,ATL,45,1.9,86,0.6,25,0.1,5,0.1,4,0.0,0,33.3,38.5,62.5,40.9,4.5,-0.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001092730199321739,0
Josh Richardson,2015,2022,7,0,SG,MIA,437,12.0,5252,3.1,1374,2.7,1171,1.1,464,0.6,262,42.8,36.5,83.9,50.5,12.6,3.4,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011174187876182363,0
Malachi Richardson,2016,2019,3,0,SG,SAC,70,2.8,198,1.0,70,0.3,24,0.2,16,0.0,2,35.8,30.1,78.3,43.3,6.2,-0.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011770634723542001,0
Micheal Ray Richardson,1978,1986,8,1,PG,NYK,556,14.8,8253,5.5,3056,7.0,3899,2.6,1463,0.4,206,45.7,22.0,69.0,46.5,16.9,4.4,35.2,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0.18635982287698927,0
Norm Richardson,2001,2002,1,1,SG,IND,11,2.7,30,0.7,8,0.2,2,0.0,0,0.0,0,38.5,50.0,66.7,46.2,10.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011760350946461052,0
Pooh Richardson,1989,1999,10,1,PG,LAC,639,11.1,7083,2.8,1807,6.5,4180,1.3,817,0.2,111,44.4,32.9,65.2,47.0,14.9,2.7,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005493333991476774,0
Quentin Richardson,2000,2013,13,1,SF,NYK,783,10.3,8032,4.7,3666,1.5,1138,0.8,607,0.2,148,39.7,35.5,71.8,47.6,12.9,2.5,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038147382199955364,0
Mitch Richmond,1988,2002,14,1,SG,SAC,976,21.0,20497,3.9,3801,3.5,3398,1.2,1211,0.3,254,45.5,38.8,85.0,49.7,17.6,5.7,79.3,1,1,0,0,2014,6,0,0,0,0,0,1,5,1,1,0,0,0,1,0,0,0,0,0.870203054881732,1
John Richter,1959,1960,1,1,C,BOS,66,4.3,285,4.7,312,0.4,27,0.0,0,0.0,0,34.0,0.0,50.4,0.0,8.1,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0016350796685045044,0
Dick Ricketts,1955,1958,3,1,PF,SAC,212,9.3,1974,6.3,1337,2.1,447,0.0,0,0.0,0,32.8,0.0,69.2,0.0,9.6,0.7,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019110746325805025,0
Isaiah Rider,1993,2002,9,1,SG,MIN,563,16.7,9405,3.8,2166,2.7,1535,0.7,367,0.2,136,44.3,35.2,81.2,48.4,14.7,2.5,22.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.004795562050828495,0
Jackie Ridgle,1971,1972,1,1,SG,CLE,32,1.8,57,0.5,15,0.2,7,0.0,0,0.0,0,43.2,0.0,73.1,0.0,13.7,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014138915283381608,0
Luke Ridnour,2003,2015,12,1,PG,OKC,830,9.3,7740,2.3,1877,4.5,3713,1.0,814,0.2,161,43.1,34.9,86.2,47.4,13.9,3.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005597026878751982,0
Antoine Rigaudeau,2002,2003,1,1,SG,DAL,11,1.5,17,0.7,8,0.5,6,0.3,3,0.0,0,22.9,20.0,0.0,24.3,-2.4,-0.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008395829195230255,0
Tom Riker,1972,1975,3,1,C,NYK,82,2.7,225,1.7,138,0.3,24,0.2,15,0.1,5,38.0,0.0,59.3,0.0,10.9,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012703775066127178,0
Eric Riley,1993,1999,5,1,C,HOU,186,3.1,574,2.6,479,0.3,60,0.3,54,0.7,132,45.6,0.0,70.4,45.6,12.5,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0017020613530929814,0
Pat Riley,1967,1976,9,1,SG,LAL,528,7.4,3906,1.6,855,1.7,913,0.6,112,0.1,13,41.4,0.0,70.5,0.0,11.3,0.5,4.5,1,0,1,0,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001516510116630944,0
Ron Riley,1972,1976,4,1,PF,HOU,264,5.8,1542,5.2,1368,1.2,318,0.6,106,0.4,67,41.9,0.0,69.1,0.0,11.3,0.6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017928334095522176,0
Grant Riller,2020,2021,1,0,PG,CHO,7,2.6,18,0.1,1,0.4,3,0.1,1,0.0,0,66.7,50.0,0.0,75.0,23.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001284932713028768,0
Rich Rinaldi,1971,1974,3,1,SG,WAS,84,4.8,405,1.2,98,0.9,74,0.4,5,0.1,1,38.9,0.0,73.5,38.9,11.5,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012458550080648798,0
Mike Riordan,1968,1977,9,1,SF,WAS,639,9.9,6334,2.9,1830,2.4,1524,0.8,231,0.1,35,47.0,0.0,74.4,0.0,12.3,3.7,33.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.011339212762394114,0
Arnie Risen,1948,1958,10,1,C,SAC,637,12.0,7633,9.7,5011,1.7,1058,0.0,0,0.0,0,38.1,0.0,69.9,0.0,16.7,5.6,56.0,1,1,0,0,1998,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.27387687981276543,1
Ramón Rivas,1988,1989,1,1,C,BOS,28,1.4,40,0.9,24,0.1,3,0.1,4,0.0,1,38.7,0.0,64.0,38.7,9.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011921279500035908,0
Austin Rivers,2012,2022,10,0,SG,LAC,654,8.8,5734,2.1,1355,2.2,1437,0.7,465,0.2,108,41.8,34.9,64.9,49.1,9.9,1.4,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002542679391065862,0
David Rivers,1988,1992,3,1,PG,LAC,114,3.4,383,1.3,147,2.5,282,0.5,61,0.1,10,39.8,8.3,79.4,40.0,9.7,-0.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010736051264260411,0
Doc Rivers,1983,1996,13,1,PG,ATL,864,10.9,9377,3.0,2625,5.7,4889,1.8,1563,0.4,351,44.4,32.8,78.4,46.9,16.6,5.2,68.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028512396368402627,0
Andre Roberson,2013,2021,7,0,SG,OKC,307,4.5,1382,4.0,1230,0.9,265,0.9,268,0.6,199,47.3,25.3,46.8,51.9,9.7,1.8,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.004013109553717999,0
Anthony Roberson,2005,2009,3,1,PG,MEM,65,4.1,265,0.8,49,0.5,35,0.4,23,0.0,1,40.0,35.6,90.0,50.2,11.5,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013668590882733845,0
Rick Roberson,1969,1976,7,1,C,LAL,423,9.0,3826,8.3,3522,1.4,591,0.6,90,0.5,80,44.0,0.0,58.5,0.0,13.2,2.1,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004616384328356481,0
Terrance Roberson,2000,2001,1,1,SF,CHO,3,0.0,0,0.3,1,0.3,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-15.0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011089572424402786,0
Anthony Roberts,1977,1984,5,1,SF,DEN,213,7.8,1658,3.9,837,1.2,265,0.4,89,0.1,13,41.2,0.0,69.9,41.2,10.7,0.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018846028865630135,0
Brian Roberts,2012,2017,5,1,PG,CHO,314,6.6,2059,1.3,422,2.3,721,0.4,132,0.1,19,41.1,35.6,90.8,47.1,13.0,1.5,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034961837848168204,0
Fred Roberts,1983,1997,13,1,PF,MIL,818,7.3,5962,2.8,2308,1.2,977,0.5,412,0.3,253,50.2,32.5,79.6,50.8,12.6,2.0,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030859492527382606,0
Joe Roberts,1960,1968,4,1,SF,PHI,218,5.8,1255,4.9,1075,0.6,123,0.0,0,0.0,0,38.1,33.3,63.7,38.1,9.7,0.6,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018036545809395161,0
Lawrence Roberts,2005,2007,2,1,C,MEM,87,3.8,334,3.6,310,0.4,35,0.5,44,0.2,15,45.2,0.0,68.8,45.2,13.5,1.2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031830723170366763,0
Stanley Roberts,1991,2000,8,1,C,LAC,300,8.5,2555,5.2,1549,0.6,189,0.4,110,1.3,385,49.9,0.0,51.4,49.9,13.6,1.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002117516481946203,0
Alvin Robertson,1984,1996,10,1,SG,SAS,779,14.0,10882,5.2,4066,5.0,3929,2.7,2112,0.4,323,47.7,29.5,74.3,49.0,17.0,5.2,52.1,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,6,1,0,0,1,0,0,0,0.31464225238386817,0
Oscar Robertson,1960,1974,14,1,PG,SAC,1040,25.7,26710,7.5,7804,9.5,9887,1.1,77,0.1,4,48.5,0.0,83.8,0.0,23.2,13.5,189.2,1,1,0,0,1980,12,0,0,6,0,0,1,11,0,1,0,0,0,3,0,1,0,1,0.9999993856950263,1
Ryan Robertson,1999,2000,1,1,SG,SAC,1,5.0,5,0.0,0,0.0,0,0.0,0,0.0,0,33.3,0.0,100.0,33.3,2.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011479299368661923,0
Tony Robertson,1977,1979,2,1,SG,ATL,75,5.5,409,1.1,80,1.4,107,1.1,82,0.1,5,43.5,0.0,69.4,0.0,10.6,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013498033125816972,0
Rick Robey,1978,1986,8,1,C,BOS,493,7.6,3723,4.7,2301,1.2,611,0.4,220,0.2,90,50.1,12.5,65.0,50.1,12.8,2.0,15.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.004177772929744464,0
Bernard Robinson,2004,2007,3,1,SG,CHO,128,4.5,576,2.5,315,1.0,126,0.9,109,0.1,16,41.7,16.1,78.6,42.2,11.0,0.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002040669511361399,0
Chris Robinson,1996,1998,2,1,SG,MEM,76,4.6,350,1.5,117,1.4,104,0.6,47,0.2,13,37.6,37.4,57.1,45.8,9.3,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010543041858555844,0
Cliff Robinson,1979,1992,11,1,PF,CLE,629,17.2,10823,8.3,5237,2.0,1249,1.0,655,0.7,441,46.8,18.4,72.2,46.9,17.0,2.8,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004866085811141321,0
Clifford Robinson,1989,2007,18,1,PF,POR,1380,14.2,19591,4.6,6306,2.2,3094,1.0,1402,1.0,1390,43.8,35.6,68.9,47.5,14.5,5.0,89.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0.011843639458088567,0
David Robinson,1989,2003,14,1,C,SAS,987,21.1,20790,10.6,10497,2.5,2441,1.4,1388,3.0,2954,51.8,25.0,73.6,51.9,26.2,12.8,178.7,1,1,0,0,2009,10,1,1,0,0,1,2,10,1,1,8,0,0,0,1,1,0,1,0.9999954765430191,1
Devin Robinson,2017,2019,2,0,SF,WAS,8,6.1,49,3.1,25,0.8,6,0.6,5,0.8,6,57.1,0.0,64.3,57.1,19.4,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001343191212210816,0
Duncan Robinson,2018,2022,4,0,SF,MIA,238,11.9,2829,2.9,697,1.5,359,0.5,124,0.2,53,43.5,40.6,86.0,61.0,11.5,3.3,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01405626323276053,0
Eddie Robinson,1999,2004,5,1,SF,CHI,278,7.0,1938,2.7,764,0.9,252,0.8,216,0.3,91,50.7,25.0,73.9,50.9,14.0,2.0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050255887521633924,0
Flynn Robinson,1966,1974,8,1,PG,SAC,543,14.0,7577,2.5,1372,3.0,1628,0.5,23,0.0,2,45.6,26.7,84.6,45.7,17.5,4.1,32.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.029009242232548225,0
Glenn Robinson,1994,2005,11,1,SF,MIL,688,20.7,14234,6.1,4189,2.7,1879,1.2,826,0.6,389,45.9,34.0,82.0,48.5,17.5,3.6,39.8,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.02505258740638663,0
Glenn Robinson III,2014,2021,7,0,SF,IND,304,5.9,1804,2.6,776,0.8,238,0.5,149,0.2,58,45.7,37.3,77.9,52.1,11.4,1.1,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002415542983868612,0
Jackie Robinson,1978,1982,3,1,SF,OKC,22,3.8,83,1.2,27,0.6,13,0.4,8,0.2,4,46.3,0.0,70.0,46.3,13.7,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0012609323060668422,0
Jamal Robinson,2000,2001,1,1,SF,MIA,6,1.0,6,1.8,11,0.3,2,1.0,6,0.0,0,13.6,0.0,0.0,13.6,-1.9,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001005335883407927,0
James Robinson,1993,2001,7,1,PG,POR,381,7.6,2882,1.7,660,1.9,715,0.5,205,0.2,71,39.4,34.8,66.6,47.0,11.2,0.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001919184158175995,0
Jerome Robinson,2018,2021,3,0,SG,LAC,113,4.5,514,1.8,208,1.2,131,0.5,51,0.2,26,36.3,31.0,72.1,43.9,6.7,-0.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011538129563359195,0
Justin Robinson,2019,2022,3,0,PG,WAS,43,2.6,112,0.8,33,1.1,48,0.3,12,0.0,2,31.7,31.3,53.8,41.7,4.6,-0.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001084523788322126,0
Larry Robinson,1990,2002,7,1,SG,WAS,89,4.5,400,1.9,167,0.9,82,0.6,56,0.0,4,38.4,37.3,66.7,44.7,10.3,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0012276681878106294,0
Mitchell Robinson,2018,2022,4,0,C,NYK,230,8.4,1941,7.5,1720,0.6,128,0.9,197,2.0,458,72.2,0.0,54.0,72.2,21.3,6.2,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1261106846507982,0
Nate Robinson,2005,2016,11,1,PG,NYK,618,11.0,6807,2.3,1446,3.0,1826,0.9,543,0.1,42,42.3,36.0,79.6,49.3,15.6,2.5,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004466556957646389,0
Oliver Robinson,1982,1983,1,1,SG,SAS,35,2.9,101,0.5,17,0.6,21,0.1,4,0.1,2,36.1,9.1,66.7,36.6,14.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012804063807225871,0
Rumeal Robinson,1990,1997,6,1,PG,ATL,336,7.6,2546,1.8,606,3.5,1179,0.9,301,0.2,54,43.2,34.4,61.1,45.6,12.9,0.9,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021400178390693883,0
Thomas Robinson,2012,2017,5,1,PF,POR,313,4.9,1528,4.8,1507,0.6,190,0.5,161,0.4,111,47.0,0.0,50.5,47.0,14.0,0.9,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002230631874858178,0
Truck Robinson,1974,1985,11,1,PF,PHO,772,15.5,11988,9.4,7267,1.7,1348,0.7,533,0.7,510,48.3,100.0,66.2,48.3,14.9,4.8,52.7,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07979482215815915,0
Wayne Robinson,1980,1981,1,1,PF,DET,81,7.9,643,3.6,294,1.4,112,0.6,46,0.3,24,46.0,0.0,72.9,46.0,11.5,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004890101882101237,0
Jeremiah Robinson-Earl,2021,2022,1,0,C,OKC,49,7.5,366,5.6,274,1.0,49,0.6,29,0.3,15,41.4,35.2,74.1,50.3,11.7,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041292674540618305,0
Bill Robinzine,1975,1982,7,1,PF,KCK,529,10.5,5541,6.1,3209,1.1,560,1.1,563,0.2,84,48.2,25.0,74.9,48.2,14.9,3.3,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010369758608022056,0
Dave Robisch,1971,1984,13,1,C,DEN,930,11.4,10581,6.6,6173,1.8,1655,0.5,382,0.5,366,46.4,0.0,79.8,46.4,16.6,4.9,64.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012836980886309949,0
Isaiah Roby,2019,2022,3,0,PF,OKC,108,9.0,971,5.2,557,1.6,177,0.8,86,0.7,71,49.6,36.5,71.4,54.6,14.3,1.4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034227780234678015,0
Red Rocha,1947,1957,9,1,C,PHI,586,10.9,6362,6.6,2747,2.0,1153,0.0,0,0.0,0,37.0,0.0,75.9,0.0,13.4,5.3,47.9,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09781485635519163,0
Guy Rodgers,1958,1970,12,1,PG,GSW,892,11.7,10415,4.3,3791,7.8,6917,0.0,0,0.0,0,37.8,0.0,72.1,0.0,13.6,2.8,33.3,1,1,0,0,2014,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549667301199324,1
Dennis Rodman,1986,2000,14,1,PF,DET,911,7.3,6683,13.1,11954,1.8,1600,0.7,611,0.6,531,52.1,23.1,58.4,52.9,14.6,6.4,89.8,1,1,0,0,2011,2,0,7,0,0,0,5,2,0,0,8,0,0,0,2,0,0,1,0.634102186586314,1
Sergio Rodríguez,2006,2017,5,1,PG,POR,353,4.9,1747,1.5,525,3.4,1183,0.6,212,0.0,13,40.9,33.7,73.9,47.1,12.4,0.9,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002266352090075998,0
Lou Roe,1995,1997,2,1,SF,DET,66,2.0,130,1.4,92,0.3,21,0.2,13,0.1,9,33.3,25.0,64.7,35.1,7.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011836514508365295,0
Carlos Rogers,1994,2002,8,1,PF,TOR,298,7.4,2196,4.3,1272,0.6,182,0.4,128,0.8,235,53.6,25.8,56.2,54.5,15.4,1.4,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002827021483052227,0
Johnny Rogers,1986,1988,2,1,PF,SAC,69,3.6,251,1.5,104,0.4,29,0.2,13,0.2,11,47.2,0.0,67.9,47.2,9.7,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001377528700219109,0
Marshall Rogers,1976,1977,1,1,PG,GSW,26,3.8,100,0.4,11,0.4,10,0.3,8,0.1,3,37.1,0.0,93.3,0.0,9.8,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009757473495582154,0
Rodney Rogers,1993,2005,12,1,SF,LAC,866,10.9,9468,4.5,3881,2.0,1722,1.0,868,0.5,451,45.1,34.7,69.0,49.4,14.4,3.2,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00595331953305836,0
Roy Rogers,1996,2000,3,1,PF,MEM,137,4.8,652,3.5,483,0.4,57,0.2,26,1.5,209,48.3,50.0,53.2,48.4,12.1,0.6,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018719616084679606,0
Al Roges,1953,1955,2,1,SG,BLB,84,7.5,631,2.8,237,2.1,179,0.0,0,0.0,0,36.0,0.0,71.4,0.0,9.8,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015619810095341803,0
Kenny Rollins,1948,1953,3,1,PG,CHS,168,4.9,817,1.0,45,2.0,344,0.0,0,0.0,0,30.9,0.0,75.0,0.0,7.9,1.4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003590198006463921,0
Phil Rollins,1958,1961,3,1,PG,SAC,177,5.1,898,2.2,395,2.6,458,0.0,0,0.0,0,38.5,0.0,64.9,0.0,11.2,0.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018553310095555974,0
Tree Rollins,1977,1995,18,1,C,ATL,1156,5.4,6249,5.8,6750,0.6,660,0.4,512,2.2,2542,52.2,0.0,70.0,52.2,13.6,3.5,63.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.003955390451163407,0
Lorenzo Romar,1980,1985,5,1,PG,GSW,291,5.9,1731,1.3,385,3.5,1022,0.8,244,0.1,29,46.4,21.1,74.9,47.0,13.0,1.6,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003792548775169022,0
Rajon Rondo,2006,2022,16,0,PG,BOS,956,9.8,9331,4.5,4345,7.9,7571,1.6,1517,0.1,125,45.6,32.4,61.1,48.3,15.8,3.9,61.6,0,0,0,0,0,4,0,0,3,1,0,2,1,1,0,4,0,0,0,0,0,0,0,0.10135616778282135,0
Sean Rooks,1992,2004,12,1,C,DAL,749,6.2,4676,3.8,2877,0.8,631,0.3,255,0.7,499,45.9,9.1,69.9,45.9,12.0,1.3,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022141513544599997,0
Derrick Rose,2008,2022,13,0,PG,CHI,672,18.2,12230,3.3,2239,5.4,3646,0.8,521,0.3,235,45.7,31.6,83.0,48.3,18.2,3.4,44.2,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.055594345027496245,0
Jalen Rose,1994,2007,13,1,SF,IND,923,14.3,13220,3.5,3193,3.8,3527,0.8,729,0.3,315,44.3,35.5,80.1,47.7,15.3,3.6,47.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.006431299620614669,0
Malik Rose,1996,2009,13,1,PF,SAS,813,6.2,5003,4.1,3371,0.8,684,0.6,487,0.4,293,43.7,17.7,74.3,43.8,13.4,2.0,26.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0030771073523964314,0
