Player,Debut,Last Active,YOE,Position,Team,HOF Probability,First Ballot,Inducted as Player
Roy Rogers,1996,2000,3,PF,MEM,0.001874481966286748,0,0
Al Roges,1953,1955,2,SG,BLB,0.0015644636763804767,0,0
Ken Rohloff,1963,1964,1,,ATL,0.0012119866616816263,0,0
Kenny Rollins,1948,1953,3,PG,CHS,0.003593785586462782,0,0
Phil Rollins,1958,1961,3,PG,SAC,0.0018578230267144035,0,0
Tree Rollins,1977,1995,18,C,ATL,0.003960373081181559,0,0
Lorenzo Romar,1980,1985,5,PG,GSW,0.003796225082905023,0,0
Rajon Rondo,2006,2022,16,PG,BOS,0.10143606681609604,0,0
Sean Rooks,1992,2004,12,C,DAL,0.002216440981328552,0,0
Derrick Rose,2008,2022,13,PG,CHI,0.05562960876565825,0,0
Jalen Rose,1994,2007,13,SF,IND,0.006433527308372328,0,0
Malik Rose,1996,2009,13,PF,SAS,0.003080123808551702,0,0
Rob Rose,1988,1989,1,SG,LAC,0.0012119672631191662,0,0
Lennie Rosenbluth,1957,1959,2,SF,GSW,0.000900649953726238,0,0
Dick Rosenthal,1954,1957,2,SF,DET,0.002394855959630663,0,0
Quinton Ross,2004,2011,7,SG,LAC,0.002475086487813806,0,0
Terrence Ross,2012,2022,10,SG,ORL,0.004205180168828585,0,0
Doug Roth,1989,1990,1,C,WAS,0.0016828107823690544,0,0
Scott Roth,1987,1990,3,SF,UTA,0.0015971737174078088,0,0
Dan Roundfield,1975,1987,12,PF,ATL,0.1710491184230435,0,0
Ron Rowan,1986,1987,1,SG,POR,0.0011904634375027692,0,0
Curtis Rowe,1971,1979,8,PF,DET,0.03328097302798341,0,0
Jim Rowinski,1988,1990,2,PF,DET,0.0012803386542903127,0,0
Derrick Rowland,1985,1986,1,SG,MIL,0.0011930006202933682,0,0
Brian Rowsom,1987,1990,3,PF,CHO,0.0021865610842749746,0,0
Brandon Roy,2006,2013,6,SG,POR,0.5940342238771561,0,0
Donald Royal,1989,1998,8,SF,ORL,0.005571009372755365,0,0
Bob Royer,1949,1950,1,,DNN,0.001152889034539521,0,0
Clifford Rozier,1994,1998,4,C,GSW,0.0025136166291932797,0,0
Terry Rozier,2015,2022,7,PG,BOS,0.011042903155476997,0,0
Ricky Rubio,2011,2022,11,PG,MIN,0.009534562522804737,0,0
Guy Rucker,2002,2003,1,PF,GSW,0.0012119769623616325,0,0
Delaney Rudd,1989,1993,4,PG,UTA,0.001367476769676827,0,0
John Rudd,1978,1979,1,SF,NYK,0.001975357595249666,0,0
Damjan Rudež,2014,2017,3,SF,IND,0.0017615219668231025,0,0
John Rudometkin,1962,1965,3,SF,NYK,0.0014365035391048452,0,0
Michael Ruffin,1999,2009,9,PF,WAS,0.0019833607681120696,0,0
Trevor Ruffin,1994,1996,2,PG,PHO,0.0019845860788407403,0,0
Paul Ruffner,1970,1976,5,C,LAC,0.0013430741339020477,0,0
Joe Ruklick,1959,1962,3,PF,GSW,0.0011641846016390088,0,0
Jeff Ruland,1981,1993,8,C,WAS,0.05711491010074677,0,0
Bob Rule,1967,1975,8,C,OKC,0.01155718390073407,0,0
Stefano Rusconi,1995,1996,1,PF,PHO,0.0010977417070181627,0,0
Brandon Rush,2008,2017,9,SG,GSW,0.0023618191900613007,0,0
Kareem Rush,2002,2010,7,SG,LAL,0.0012781711947802647,0,0
Bill Russell,1956,1969,13,C,BOS,0.9999993618323157,1,1
Bryon Russell,1993,2006,13,SF,UTA,0.006984787728510874,0,0
Campy Russell,1974,1985,9,SF,CLE,0.02350429098810158,0,0
Cazzie Russell,1966,1978,12,SF,NYK,0.01944121915440594,0,0
D'Angelo Russell,2015,2022,7,PG,MIN,0.007912320666182575,0,0
Frank Russell,1972,1973,1,SG,CHI,0.0012784192589977749,0,0
Walker Russell,1982,1988,6,PG,DET,0.001091804287846189,0,0
Walker Russell,2011,2012,1,PG,DET,0.0008275692917819565,0,0
Arvydas Sabonis,1995,2003,7,C,POR,0.10841762589720401,0,1
Domantas Sabonis,2016,2022,6,PF,IND,0.19270154720259733,0,0
Robert Sacre,2012,2016,4,C,LAL,0.0018462853251439968,0,0
John Salley,1986,2000,11,PF,DET,0.009994213330426634,0,0
John Salmons,2002,2015,13,SG,SAC,0.00412156634372377,0,0
Kevin Salvadori,1996,1998,2,C,SAC,0.0011004637997487465,0,0
Soumaila Samake,2000,2003,2,C,BRK,0.0012947561305191725,0,0
Luka Šamanić,2019,2021,2,PF,SAS,0.0012695253272109782,0,0
Cheikh Samb,2007,2009,2,C,DET,0.0010986324881795048,0,0
Brandon Sampson,2018,2019,1,SG,CHI,0.0011483201374885175,0,0
JaKarr Sampson,2014,2021,6,SF,PHI,0.0017671506902367162,0,0
Jamal Sampson,2002,2007,5,PF,MIL,0.0014906205416315057,0,0
Ralph Sampson,1983,1992,9,C,HOU,0.07124256726913256,0,1
Samardo Samuels,2010,2013,3,C,CLE,0.0013345934160802517,0,0
Pepe Sánchez,2000,2003,2,PG,ATL,0.0014271971733722654,0,0
Frankie Sanders,1978,1981,2,SF,SAS,0.001353412058651806,0,0
Jeff Sanders,1989,1993,4,PF,ATL,0.0011888304425298423,0,0
Larry Sanders,2010,2017,6,C,MIL,0.003840121579777899,0,0
Melvin Sanders,2005,2006,1,SG,SAS,0.0014040079597048495,0,0
Mike Sanders,1982,1993,11,SF,PHO,0.0027307896509524998,0,0
Tom Sanders,1960,1973,13,SF,BOS,0.0096168671620059,0,0
Daniel Santiago,2000,2005,4,C,PHO,0.0017324561117370396,0,0
Bob Santini,1955,1956,1,,NYK,0.0012841843416032902,0,0
Wayne Sappleton,1984,1985,1,PF,BRK,0.0012817816813651024,0,0
Dario Šarić,2016,2021,5,PF,PHI,0.012637429692587765,0,0
Olivier Sarr,2021,2022,1,C,OKC,0.0026928002597884997,0,0
Jason Sasser,1996,1999,2,SF,SAS,0.0011852724199674493,0,0
Jeryl Sasser,2001,2003,2,SG,ORL,0.001513410557266536,0,0
Tomáš Satoranský,2016,2022,6,SG,WAS,0.00988103281067511,0,0
Kenny Satterfield,2001,2003,2,PG,DEN,0.000694516491574517,0,0
Pep Saul,1949,1955,6,SG,LAL,0.005197176981543931,0,0
Woody Sauldsberry,1957,1966,7,PF,GSW,0.0006786554665633692,0,0
Fred Saunders,1974,1978,4,SF,PHO,0.002139593274498253,0,0
Don Savage,1951,1957,2,,PHI,0.0010734074477988997,0,0
Predrag Savović,2002,2003,1,SG,DEN,0.0009845954754147486,0,0
Alan Sawyer,1950,1951,1,,WSC,0.0024772056778604246,0,0
Brian Scalabrine,2001,2012,11,PF,BOS,0.0017490381705092491,0,0
Alex Scales,2005,2006,1,SG,SAS,0.0012119866616816263,0,0
DeWayne Scales,1980,1984,3,PF,NYK,0.0012543292527502827,0,0
Frank Schade,1972,1973,1,PG,SAC,0.001197956879928301,0,0
Bob Schafer,1955,1957,2,SG,GSW,0.0009012836948746743,0,0
Jordan Schakel,2021,2022,1,SG,WAS,0.001090837790808229,0,0
Marv Schatzman,1949,1950,1,,BLB,0.000532377746346677,0,0
Fred Schaus,1949,1954,5,SF,DET,0.2703475553561278,0,0
Danny Schayes,1981,1999,18,C,DEN,0.002909682566941268,0,0
Dolph Schayes,1949,1964,15,PF,PHI,0.9999965498743981,0,1
Steve Scheffler,1990,1997,7,C,OKC,0.0015638189915452118,0,0
Tom Scheffler,1984,1985,1,C,POR,0.001422679207860297,0,0
Dave Schellhase,1966,1968,2,PG,CHI,0.0009122313434622264,0,0
Luke Schenscher,2005,2007,2,C,CHI,0.0012895976375151923,0,0
Herb Scherer,1950,1952,2,C,TRI,0.0009846104208881456,0,0
Dwayne Schintzius,1990,1999,8,C,BRK,0.001245168978581466,0,0
Dale Schlueter,1968,1978,10,C,POR,0.0040417568549244295,0,0
Dick Schnittker,1950,1958,6,SF,LAL,0.016080344075256853,0,0
Russ Schoene,1982,1989,4,PF,OKC,0.0026933427729663464,0,0
Admiral Schofield,2019,2022,2,PF,WAS,0.0012666383434658118,0,0
Dave Scholz,1969,1970,1,,PHI,0.0011867576951169819,0,0
Detlef Schrempf,1985,2001,16,SF,OKC,0.16109958213760003,0,0
Dennis Schröder,2013,2022,9,PG,ATL,0.00532075302951885,0,0
Howie Schultz,1949,1953,3,PF,LAL,0.0053763408071710395,0,0
John Schweitz,1984,1987,2,SG,OKC,0.000998495910544181,0,0
Luis Scola,2007,2017,10,PF,HOU,0.016788874429108324,0,0
Fred Scolari,1946,1955,9,PG,WSC,0.037716318227899094,0,0
Alvin Scott,1977,1985,8,SF,PHO,0.007883592444519333,0,0
Brent Scott,1996,1997,1,PF,IND,0.0011966380858292934,0,0
Byron Scott,1983,1997,14,SG,LAL,0.014425888637750833,0,0
Charlie Scott,1970,1980,10,SG,PHO,0.20073088561949343,0,1
Dennis Scott,1990,2000,10,SF,ORL,0.007606495099286812,0,0
James Scott,1996,1997,1,SF,MIA,0.0011093689618656938,0,0
Mike Scott,2012,2021,9,PF,ATL,0.0037652919454357913,0,0
Ray Scott,1961,1972,11,PF,DET,0.0062202174309663166,0,0
Shawnelle Scott,1996,2002,4,C,CLE,0.0014980392981840103,0,0
Tre Scott,2021,2022,1,SF,CLE,0.0011743116497900214,0,0
Jay Scrubb,2020,2022,2,SG,LAC,0.001066571955873652,0,0
Carey Scurry,1985,1988,3,SF,UTA,0.0049810346286322535,0,0
Bruce Seals,1973,1978,5,SF,OKC,0.0036536854003761704,0,0
Shea Seals,1997,1998,1,SG,LAL,0.0010989269844138047,0,0
Malik Sealy,1992,2000,8,SF,LAC,0.004302330448790688,0,0
Ed Searcy,1975,1976,1,SF,BOS,0.0011929998455359196,0,0
Kenny Sears,1955,1964,8,SF,NYK,0.2769925694357621,0,0
Wayne See,1949,1950,1,,WAT,0.004630481483415819,0,0
Thabo Sefolosha,2006,2020,14,SG,OKC,0.0044053769856623876,0,0
Rony Seikaly,1988,1999,11,C,MIA,0.0069976654128688495,0,0
Glen Selbo,1949,1950,1,,SHE,0.0009838736945828924,0,0
Josh Selby,2011,2013,2,PG,MEM,0.0009214059951875657,0,0
Wayne Selden,2016,2022,4,SG,MEM,0.0012169717541948238,0,0
Brad Sellers,1986,1993,6,PF,CHI,0.003562003966846212,0,0
Phil Sellers,1976,1977,1,SG,DET,0.0011549338691909555,0,0
Rollie Seltz,1949,1950,1,,AND,0.005363651419133625,0,0
Frank Selvy,1954,1964,9,SG,LAL,0.018746710165452634,0,0
Mouhamed Sene,2006,2009,3,C,OKC,0.0012837919058438967,0,0
George Senesky,1946,1954,8,PG,GSW,0.006709885901083368,0,0
Alperen Şengün,2021,2022,1,C,HOU,0.006802891092301619,0,0
Kevin Séraphin,2010,2017,7,C,WAS,0.0019402067364569233,0,0
Ansu Sesay,2001,2005,4,SF,OKC,0.001471059963939644,0,0
Ramon Sessions,2007,2018,11,PG,MIL,0.0047678044806542304,0,0
Ha Seung-Jin,2004,2006,2,C,POR,0.001095563040579564,0,0
Tom Sewell,1984,1985,1,SG,WAS,0.0008454689226397639,0,0
Collin Sexton,2018,2022,4,PG,CLE,0.0029184827042734902,0,0
Paul Seymour,1947,1960,12,SG,PHI,0.08899541188110308,0,0
Charles Shackleford,1988,1999,6,C,BRK,0.0026938239565370376,0,0
Carl Shaeffer,1949,1951,2,,INO,0.0016437004312092121,0,0
Lee Shaffer,1961,1964,3,SF,PHI,0.016523526859839145,0,0
Mustafa Shakur,2010,2014,2,PG,WAS,0.0010037748899150993,0,0
Landry Shamet,2018,2022,4,SG,LAC,0.008411594204130112,0,0
God Shammgod,1997,1998,1,PG,WAS,0.0010747216119718441,0,0
Chuck Share,1951,1960,9,C,ATL,0.021398414679654677,0,0
Bill Sharman,1950,1961,11,SG,BOS,0.9995732482156414,0,1
Day'Ron Sharpe,2021,2022,1,PF,BRK,0.0032308151575935152,0,0
Walter Sharpe,2008,2009,1,PF,DET,0.001098923100927231,0,0
John Shasky,1988,1991,3,C,MIA,0.0022196158312426926,0,0
Ron Shavlik,1956,1958,2,,NYK,0.0011016221231681667,0,0
Brian Shaw,1988,2003,14,PG,LAL,0.002514743368773399,0,0
Casey Shaw,1998,1999,1,C,PHI,0.0011082263723479035,0,0
Marial Shayok,2019,2020,1,SG,PHI,0.0010782731185266456,0,0
Craig Shelton,1980,1982,2,SF,ATL,0.0011587337649058517,0,0
Lonnie Shelton,1976,1986,10,PF,OKC,0.019349344798989167,0,0
Tornike Shengelia,2012,2014,2,SF,BRK,0.001098150596384669,0,0
Jeff Sheppard,1998,1999,1,SG,ATL,0.0015386211827846624,0,0
Steve Sheppard,1977,1979,2,SF,CHI,0.001782717445230878,0,0
Ed Sherod,1982,1983,1,PG,NYK,0.009999458828231188,0,0
Charley Shipp,1949,1950,1,,WAT,0.0006826249876369255,0,0
Paul Shirley,2002,2005,3,PF,ATL,0.0010926484009143415,0,0
Gene Short,1975,1976,1,SF,OKC,0.0010810977613848417,0,0
Purvis Short,1978,1990,12,SF,GSW,0.010363688491649899,0,0
Dexter Shouse,1989,1990,1,PG,PHI,0.0011105927245905322,0,0
Gene Shue,1954,1964,10,PG,DET,0.3835379873558273,0,0
John Shumate,1975,1981,5,PF,LAC,0.0409058456919524,0,0
Iman Shumpert,2011,2021,10,SG,NYK,0.002447803431526214,0,0
Alexey Shved,2012,2015,3,SG,MIN,0.002510068351711883,0,0
Pascal Siakam,2016,2022,6,PF,TOR,0.1392884691460006,0,0
Jordan Sibert,2018,2019,1,SG,ATL,0.0011743406073979159,0,0
Sam Sibert,1972,1973,1,PF,SAC,0.0010828413378402236,0,0
Mark Sibley,1973,1974,1,SG,POR,0.001000358272336817,0,0
Jerry Sichting,1980,1990,10,PG,IND,0.00398753767302719,0,0
Larry Siegfried,1963,1972,9,PG,BOS,0.011305636250299247,0,0
Jack Sikma,1977,1991,14,C,OKC,0.7880724139357758,0,1
James Silas,1972,1982,10,PG,SAS,0.11813067149799843,0,0
Paul Silas,1964,1980,16,PF,ATL,0.029473901849873484,0,0
Xavier Silas,2011,2018,2,SG,PHI,0.0010782817489844794,0,0
Garret Siler,2010,2011,1,C,PHO,0.001293285073267274,0,0
Mike Silliman,1970,1971,1,SF,LAC,0.0015330606594020793,0,0
Chris Silva,2019,2022,3,PF,MIA,0.0019213492201495177,0,0
Wayne Simien,2005,2007,2,PF,MIA,0.0017886179375488224,0,0
Ben Simmons,2017,2021,4,PG,PHI,0.8036295406018705,0,0
Bobby Simmons,2001,2012,10,SF,LAC,0.003650605439871967,0,0
Cedric Simmons,2006,2009,3,PF,CHI,0.0011789715597278465,0,0
Connie Simmons,1946,1956,10,C,NYK,0.006186767231823678,0,0
Jonathon Simmons,2015,2019,4,SG,SAS,0.003886825567778764,0,0
Kobi Simmons,2017,2019,2,PG,MEM,0.0010457859865502133,0,0
Lionel Simmons,1990,1997,7,SF,SAC,0.00544070655744027,0,0
Miles Simon,1998,1999,1,SG,ORL,0.0011059068409197553,0,0
Marko Simonovic,2021,2022,1,C,CHI,0.0011878597873744758,0,0
Anfernee Simons,2018,2022,4,SG,POR,0.0023675601980455126,0,0
Dickey Simpkins,1994,2002,7,PF,CHI,0.0018786171437854742,0,0
Zavier Simpson,2021,2022,1,PG,OKC,0.0009256001618405634,0,0
Alvin Sims,1998,1999,1,SG,PHO,0.0010782990101071577,0,0
Bob Sims,1961,1968,2,SG,LAL,0.0013195353643051075,0,0
Courtney Sims,2007,2009,2,C,IND,0.0011967116845357719,0,0
Doug Sims,1968,1969,1,,SAC,0.0011992571515030222,0,0
Henry Sims,2012,2016,4,C,PHI,0.0026208418716248526,0,0
Jericho Sims,2021,2022,1,PF,NYK,0.00401651981625427,0,0
Scott Sims,1977,1978,1,PG,SAS,0.0009910749877411501,0,0
Kyle Singler,2012,2018,6,SF,OKC,0.003870252525364098,0,0
Sean Singletary,2008,2009,1,PG,PHO,0.0011811457626650142,0,0
Chris Singleton,2011,2014,3,SF,WAS,0.002223167233967645,0,0
James Singleton,2005,2012,5,PF,LAC,0.003857994862201535,0,0
McKinley Singleton,1986,1987,1,PG,NYK,0.001186750849534683,0,0
Zeke Sinicola,1951,1954,2,,DET,0.0011009346889913985,0,0
Deividas Sirvydis,2020,2022,2,SG,DET,0.001088179557466035,0,0
Charlie Sitton,1984,1985,1,SF,DAL,0.0012927824348015887,0,0
Peyton Siva,2013,2014,1,SG,DET,0.000993085153112564,0,0
Scott Skiles,1986,1996,10,PG,ORL,0.0064938109699372495,0,0
Al Skinner,1974,1980,6,SG,NYA,0.00537079397847902,0,0
Brian Skinner,1998,2012,14,PF,LAC,0.001912341026980764,0,0
Tal Skinner,1974,1976,2,SF,OKC,0.004812798145140856,0,0
Whitey Skoog,1951,1957,6,SG,LAL,0.006290259843758932,0,0
Jeff Slade,1962,1963,1,,CHZ,0.0011954513189007636,0,0
Reggie Slater,1994,2003,8,PF,TOR,0.0018251983189583403,0,0
Jim Slaughter,1951,1952,1,C,BLB,0.0010486972349471502,0,0
Jose Slaughter,1982,1983,1,SG,IND,0.0010680581117526488,0,0
Tamar Slay,2002,2005,3,SG,BRK,0.0010857449760923127,0,0
Donald Sloan,2011,2016,5,PG,NOP,0.0020827187847815725,0,0
Jerry Sloan,1965,1976,11,SG,CHI,0.044853535488807425,0,0
Uroš Slokar,2006,2007,1,C,TOR,0.0012961788393800085,0,0
Tom Sluby,1984,1985,1,SG,DAL,0.001406957114283354,0,0
Alen Smailagić,2019,2021,2,C,GSW,0.0012734235074884004,0,0
Javonte Smart,2021,2022,1,PG,MIL,0.0009138483360364722,0,0
Keith Smart,1988,1989,1,PG,SAS,0.0011992928624762146,0,0
Marcus Smart,2014,2022,8,PG,BOS,0.012558186450095968,0,0
Belus Smawley,1946,1952,6,SG,STB,0.016507042668408974,0,0
Jack Smiley,1948,1950,2,,DET,0.0014599175345802928,0,0
Adrian Smith,1961,1972,11,SG,SAC,0.01100110265762587,0,0
Bill Smith,1961,1962,1,,NYK,0.0009900294122747511,0,0
Bingo Smith,1969,1980,11,SF,CLE,0.005714221973110345,0,0
Bobby Smith,1959,1962,2,,LAL,0.001084209921481294,0,0
Charles Smith,1988,1997,9,PF,LAC,0.01744349278842434,0,0
Charles Smith,1989,1996,3,PG,BOS,0.0015061644821490958,0,0
Charles Smith,1997,2006,5,SG,LAC,0.0014367190517221627,0,0
Chris Smith,1992,1995,3,SG,MIN,0.0028089447285147614,0,0
Chris Smith,2013,2014,1,PG,NYK,0.0012119866616816263,0,0
Clinton Smith,1986,1991,2,SG,GSW,0.0012744169679021452,0,0
Craig Smith,2006,2012,6,PF,MIN,0.007856962954551003,0,0
Dennis Smith Jr.,2017,2022,5,PG,NYK,0.0009950391548134282,0,0
Derek Smith,1982,1991,9,SG,SAC,0.0036979678608879776,0,0
Don Smith,1974,1975,1,SG,PHI,0.001146283589959155,0,0
Donta Smith,2004,2006,2,SG,ATL,0.001389466737171251,0,0
Doug Smith,1991,1996,5,PF,DAL,0.001726822727327028,0,0
Ed Smith,1953,1954,1,SF,NYK,0.0009041821944507487,0,0
Elmore Smith,1971,1979,8,C,CLE,0.01725367862537349,0,0
Garfield Smith,1970,1973,3,C,BOS,0.0013691038069688223,0,0
Greg Smith,1968,1976,8,SF,MIL,0.00706290628892292,0,0
Greg Smith,2011,2016,5,C,HOU,0.002659272956742884,0,0
Ish Smith,2010,2022,12,PG,DET,0.0021035233345905956,0,0
J.R. Smith,2004,2020,16,SG,DEN,0.003603577719135707,0,0
Jabari Smith,2000,2005,4,C,SAC,0.0014792556971648,0,0
Jalen Smith,2020,2022,2,PF,PHO,0.003655446147297819,0,0
Jason Smith,2007,2019,11,C,NOP,0.002378585441398954,0,0
Jerry Smith,2011,2012,1,PG,BRK,0.0011941846151421363,0,0
Jim Smith,1981,1983,2,PF,SDC,0.0015070434984433452,0,0
Joe Smith,1995,2011,16,PF,MIN,0.005361416746434893,0,0
Josh Smith,2004,2018,13,PF,ATL,0.00733521595200508,0,0
Keith Smith,1986,1987,1,SG,MIL,0.001169886489926683,0,0
Kenny Smith,1987,1997,10,PG,HOU,0.018101221756955558,0,0
LaBradford Smith,1991,1994,3,SG,WAS,0.0016887718413125961,0,0
Larry Smith,1980,1993,13,PF,GSW,0.006471608707184333,0,0
Leon Smith,2001,2004,2,C,ATL,0.0012881955225933356,0,0
Michael Smith,1989,1995,3,PF,BOS,0.0017275843274204873,0,0
Michael Smith,1994,2001,7,PF,SAC,0.010980911739471483,0,0
Mike Smith,2000,2001,1,SF,WAS,0.0010757542959328674,0,0
Nolan Smith,2011,2013,2,PG,POR,0.0008337007707048028,0,0
Otis Smith,1986,1992,6,SG,ORL,0.00493958316886645,0,0
Phil Smith,1974,1983,9,SG,GSW,0.09638073111400253,0,0
Randy Smith,1971,1983,12,SG,LAC,0.0777086810471367,0,0
Reggie Smith,1992,1994,2,C,POR,0.0014108323149558284,0,0
Robert Smith,1977,1985,7,PG,DEN,0.0020022508018117846,0,0
Russ Smith,2014,2016,2,PG,MEM,0.0010903247189718744,0,0
Sam Smith,1978,1980,2,SF,MIL,0.0018756484284132556,0,0
Steve Smith,1991,2005,14,SG,MIA,0.035434225843356884,0,0
Steven Smith,2006,2007,1,PF,PHI,0.0011035384463754384,0,0
Stevin Smith,1996,1997,1,SG,DAL,0.0010896367921904523,0,0
Theron Smith,2003,2005,2,SF,MEM,0.0009921888186675816,0,0
Tony Smith,1990,2001,9,SG,LAL,0.0017499322858400659,0,0
William Smith,1971,1973,2,C,POR,0.0012292276303583621,0,0
Willie Smith,1976,1980,4,PG,CHI,0.0014549779486286046,0,0
Zhaire Smith,2018,2020,2,SG,PHI,0.0011654370856235506,0,0
Rik Smits,1988,2000,12,C,IND,0.023732924895727033,0,0
Mike Smrek,1985,1992,7,C,GSW,0.001254622960141669,0,0
Joe Smyth,1953,1954,1,SF,NYK,0.0012760385086901687,0,0
Xavier Sneed,2021,2022,1,SF,MEM,0.0011035561113603984,0,0
Tony Snell,2013,2022,9,SG,CHI,0.003971410668654422,0,0
Eric Snow,1995,2008,13,PG,PHI,0.006107004415482847,0,0
Dick Snyder,1966,1979,13,SG,OKC,0.010800394815836384,0,0
Kirk Snyder,2004,2008,4,SG,HOU,0.0026660248528574465,0,0
Chips Sobek,1949,1950,1,,SHE,0.01687642978735758,0,0
Ricky Sobers,1975,1986,11,SG,CHI,0.005446726755837217,0,0
Ron Sobie,1956,1960,4,PG,NYK,0.00451710747380918,0,0
Mike Sojourner,1974,1977,3,C,ATL,0.009777228801286146,0,0
Will Solomon,2001,2009,2,PG,MEM,0.001145558279339234,0,0
Darius Songaila,2003,2011,8,PF,WAS,0.004224324473907987,0,0
Dave Sorenson,1970,1973,3,PF,CLE,0.004762732362872443,0,0
James Southerland,2013,2014,1,SF,CHO,0.0011680706460359563,0,0
Pape Sow,2004,2007,3,C,TOR,0.001502376328826839,0,0
Ray Spalding,2018,2021,2,PF,DAL,0.0012727561068058206,0,0
Jim Spanarkel,1979,1984,5,SG,DAL,0.007207718673726445,0,0
Vassilis Spanoulis,2006,2007,1,SG,HOU,0.001079047731119407,0,0
Guy Sparrow,1957,1960,3,PF,NYK,0.0011031401210474263,0,0
Rory Sparrow,1980,1992,12,PG,NYK,0.004093751889681913,0,0
Odie Spears,1948,1957,8,SF,SAC,0.011317089539600905,0,0
Marreese Speights,2008,2018,10,C,PHI,0.005309455103631669,0,0
Omari Spellman,2018,2020,2,PF,ATL,0.003091226946163677,0,0
Andre Spencer,1992,1994,2,SF,GSW,0.0020247853725580936,0,0
Elmore Spencer,1992,1997,5,C,LAC,0.0011310159345810154,0,0
Felton Spencer,1990,2002,12,C,MIN,0.0028032592189526874,0,0
Craig Spitzer,1967,1968,1,C,CHI,0.0011889728487840397,0,0
Tiago Splitter,2010,2017,7,C,SAS,0.013411920274658647,0,0
Art Spoelstra,1954,1958,4,C,SAC,0.00572537949681176,0,0
Latrell Sprewell,1992,2005,13,SF,GSW,0.14522110191204565,0,0
Larry Spriggs,1981,1986,5,SF,LAL,0.0019453330174941728,0,0
Jaden Springer,2021,2022,1,SG,PHI,0.0011992832646205264,0,0
Ryan Stack,1998,2000,2,PF,CLE,0.001286123383649263,0,0
Jerry Stackhouse,1995,2013,18,SG,DET,0.009805257660565081,0,0
Kevin Stacom,1974,1982,6,SG,BOS,0.0016341309875941227,0,0
Bud Stallworth,1972,1977,5,SF,UTA,0.0011823663399972357,0,0
Dave Stallworth,1965,1975,8,SF,NYK,0.005632282151321512,0,0
Ed Stanczak,1949,1951,2,,AND,0.01646774771307796,0,0
Cassius Stanley,2020,2022,2,SG,IND,0.0011773947074544034,0,0
Terence Stansbury,1984,1987,3,SG,IND,0.002165830486471102,0,0
John Starks,1988,2002,13,SG,NYK,0.013638404213525983,0,0
Keith Starr,1976,1977,1,SG,CHI,0.001009024765719652,0,0
Nik Stauskas,2014,2022,6,SG,PHI,0.0018751902279469021,0,0
Larry Staverman,1958,1964,5,PF,SAC,0.003302091773847833,0,0
Larry Steele,1971,1980,9,SG,POR,0.007820002004677393,0,0
Matt Steigenga,1996,1997,1,SF,CHI,0.0011929815252507492,0,0
Vladimir Stepania,1998,2004,6,C,OKC,0.0022218661131251072,0,0
D.J. Stephens,2013,2019,2,SG,MIL,0.0011829486643886158,0,0
Everette Stephens,1988,1991,2,PG,IND,0.0010029255232483732,0,0
Jack Stephens,1955,1956,1,SG,ATL,0.06727049374046454,0,0
Joe Stephens,1996,2000,3,SF,HOU,0.00117122178577139,0,0
Lance Stephenson,2010,2022,10,SG,IND,0.0032861360918222393,0,0
Alex Stepheson,2015,2016,1,PF,LAC,0.0012838867281837528,0,0
Brook Steppe,1982,1989,5,SG,KCK,0.0022437607475653517,0,0
Barry Stevens,1992,1993,1,SF,GSW,0.0011992832646205264,0,0
Lamar Stevens,2020,2022,2,PF,CLE,0.002890780938437353,0,0
Wayne Stevens,1959,1960,1,,SAC,0.0010005255823196414,0,0
DeShawn Stevenson,2000,2013,13,SG,UTA,0.0017292241367906154,0,0
Dennis Stewart,1970,1971,1,,WAS,0.0009827113984122945,0,0
Isaiah Stewart,2020,2022,2,C,DET,0.02254655544164184,0,0
Kebu Stewart,1997,1998,1,PF,PHI,0.0014024469815695018,0,0
Larry Stewart,1991,1997,5,SF,WAS,0.004631984569772897,0,0
Michael Stewart,1997,2005,8,C,TOR,0.001765948980165654,0,0
Norm Stewart,1956,1957,1,,ATL,0.00108740348552593,0,0
Greg Stiemsma,2011,2015,4,C,BOS,0.0037836105199731893,0,0
Steve Stipanovich,1983,1988,5,C,IND,0.0944556794875274,0,0
Bryant Stith,1992,2002,10,SG,DEN,0.006722995746370351,0,0
Sam Stith,1961,1962,1,SG,NYK,0.0010595108261003939,0,0
Tom Stith,1962,1963,1,SF,NYK,0.0006940560104432513,0,0
Alex Stivrins,1985,1993,2,SF,OKC,0.0010871489140937116,0,0
David Stockton,2014,2018,2,PG,SAC,0.0012814711308608679,0,0
John Stockton,1984,2003,19,PG,UTA,0.999968163162809,1,1
Peja Stojaković,1998,2011,13,SF,SAC,0.22536957596297827,0,0
Ed Stokes,1997,1998,1,C,TOR,0.0012017853243545457,0,0
Greg Stokes,1985,1990,2,PF,PHI,0.001271734179866353,0,0
Jarnell Stokes,2014,2017,3,C,MEM,0.00139052107635127,0,0
Maurice Stokes,1955,1958,3,PF,SAC,0.6808631823295284,0,1
Diamond Stone,2016,2017,1,C,LAC,0.0010942776421204046,0,0
Julyan Stone,2011,2018,4,SG,DEN,0.0013970374699860525,0,0
Awvee Storey,2004,2008,3,SG,BRK,0.0012808858584440188,0,0
Damon Stoudamire,1995,2008,13,PG,POR,0.00966688234123026,0,0
Salim Stoudamire,2005,2008,3,SG,ATL,0.001955938564569467,0,0
Amar'e Stoudemire,2002,2016,14,PF,PHO,0.9126408697906231,0,0
