Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Álex Abrines,2016,2019,3,0,SG,OKC,174,5.3,924,1.4,248,0.5,88,0.5,92,0.1,22,38.7,36.8,88.0,52.5,8.8,1.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precious Achiuwa,2020,2022,2,0,PF,MIA,133,7.2,959,5.1,675,0.8,109,0.4,56,0.5,68,47.1,36.2,55.6,50.4,13.2,1.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy Acy,2012,2019,7,0,PF,TOR,337,4.9,1642,3.5,1179,0.6,217,0.4,140,0.4,135,44.4,35.0,75.9,51.3,11.2,1.2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaylen Adams,2018,2021,2,0,PG,ATL,41,2.7,110,1.5,63,1.6,67,0.3,14,0.1,5,33.1,32.9,77.8,43.6,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Adams,2013,2022,9,0,C,OKC,664,9.3,6157,8.0,5303,1.5,982,0.9,588,0.9,629,58.7,7.1,54.7,58.7,17.0,6.2,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bam Adebayo,2017,2022,5,0,C,MIA,343,13.5,4617,8.3,2850,3.5,1189,1.0,340,0.9,309,55.8,14.0,74.1,55.9,20.0,7.1,35.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Deng Adel,2018,2019,1,0,SF,CLE,19,1.7,32,1.0,19,0.3,5,0.1,1,0.2,4,30.6,26.1,100.0,38.9,2.7,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeVaughn Akoon-Purcell,2018,2019,1,0,SG,DEN,7,1.0,7,0.6,4,0.9,6,0.3,2,0.0,0,30.0,0.0,50.0,30.0,8.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santi Aldama,2021,2022,1,0,PF,MEM,31,3.6,112,2.5,77,0.5,17,0.1,4,0.3,10,39.7,9.3,61.5,41.4,9.2,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaMarcus Aldridge,2006,2022,16,0,PF,POR,1076,19.1,20558,8.1,8736,1.9,2076,0.7,758,1.1,1187,49.3,32.0,81.3,49.9,20.7,7.2,115.7,0,0,0,0,0,7,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
Kyle Alexander,2019,2020,1,0,C,MIA,2,1.0,2,1.5,3,0.0,0,0.0,0,0.0,0,50.0,0.0,0.0,50.0,4.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty-Shon Alexander,2020,2021,1,0,SG,PHO,15,0.6,9,0.7,10,0.4,6,0.0,0,0.1,1,25.0,22.2,50.0,33.3,4.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nickeil Alexander-Walker,2019,2022,3,0,SG,NOP,157,9.3,1464,2.6,415,2.2,345,0.7,110,0.3,53,38.7,32.9,72.6,46.8,10.9,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rawle Alkins,2018,2019,1,0,SG,CHI,10,3.7,37,2.6,26,1.3,13,0.1,1,0.0,0,33.3,25.0,66.7,37.2,8.1,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grayson Allen,2018,2022,4,0,SG,MEM,192,9.4,1806,2.6,490,1.5,285,0.6,108,0.2,34,43.3,39.3,84.1,55.9,12.1,2.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrett Allen,2017,2022,5,0,C,BRK,341,11.6,3945,8.7,2964,1.4,467,0.5,187,1.4,465,62.6,18.9,69.9,63.0,20.0,7.0,34.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kadeem Allen,2017,2020,3,0,PG,NYK,47,5.5,258,1.5,71,2.3,109,0.5,24,0.2,8,43.5,34.9,75.7,48.8,13.5,0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Alvarado,2021,2022,1,0,PG,NOP,53,6.0,318,1.8,94,2.9,152,1.3,70,0.1,7,44.3,29.6,70.6,50.0,16.5,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al-Farouq Aminu,2010,2021,11,0,PF,POR,711,7.5,5350,6.0,4280,1.2,879,1.0,678,0.6,397,42.0,33.2,74.6,47.8,12.2,2.5,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Anderson,2015,2022,6,0,SF,DAL,242,5.3,1284,2.6,621,0.8,184,0.4,105,0.3,80,41.0,29.2,77.5,48.2,12.4,0.8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Anderson,2014,2022,8,0,SF,SAS,504,6.6,3350,4.4,2213,2.3,1164,1.0,507,0.6,297,47.6,33.4,71.1,51.4,14.2,3.4,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Anderson,2008,2020,12,0,PF,NOP,649,12.3,8001,5.3,3413,0.9,586,0.5,332,0.3,217,42.2,38.0,85.4,52.3,16.5,3.9,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ike Anigbogu,2017,2019,2,0,C,IND,14,0.9,13,0.9,12,0.1,1,0.1,1,0.3,4,33.3,0.0,83.3,33.3,17.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giannis Antetokounmpo,2013,2022,9,0,PF,MIL,656,21.8,14321,9.4,6149,4.6,3020,1.2,764,1.3,856,53.5,28.8,71.8,55.8,24.5,9.7,87.6,0,0,0,0,0,6,0,0,0,0,0,1,5,1,0,4,1,0,1,1,2,1,1
Kostas Antetokounmpo,2018,2021,3,0,PF,LAL,22,1.0,21,1.0,23,0.1,3,0.2,4,0.2,4,37.5,0.0,47.4,37.5,3.6,-0.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thanasis Antetokounmpo,2015,2022,4,0,SF,MIL,126,2.9,371,1.9,245,0.6,81,0.4,45,0.2,23,51.2,15.7,52.0,52.5,11.3,0.4,1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carmelo Anthony,2003,2022,19,0,SF,DEN,1260,22.5,28289,6.2,7808,2.7,3422,1.0,1223,0.5,644,44.7,35.5,81.4,48.5,19.5,5.7,108.5,0,0,0,0,0,10,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1
Cole Anthony,2020,2022,2,0,PG,ORL,112,14.9,1667,5.1,569,5.0,561,0.7,76,0.3,35,39.3,33.7,84.6,45.8,13.0,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG Anunoby,2017,2022,5,0,SF,TOR,300,10.5,3136,4.1,1237,1.4,426,1.1,330,0.5,138,47.0,37.3,70.7,55.9,12.8,3.5,17.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Arcidiacono,2017,2022,5,0,PG,CHI,216,4.6,1000,2.0,428,2.1,458,0.5,115,0.0,7,43.2,37.6,80.7,53.9,10.3,1.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor Ariza,2004,2022,18,0,SF,HOU,1118,10.4,11593,4.8,5356,2.1,2379,1.5,1628,0.3,355,42.2,35.1,73.1,50.4,13.1,3.6,64.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D.J. Augustin,2008,2022,14,0,PG,CHO,975,9.5,9257,1.9,1804,3.9,3759,0.6,567,0.0,32,41.2,38.2,86.7,49.9,14.0,3.4,47.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Deni Avdija,2020,2022,2,0,SF,WAS,135,7.5,1015,5.1,682,1.7,226,0.7,90,0.4,59,42.7,31.8,72.8,50.3,10.0,1.8,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Ayayi,2021,2022,1,0,SG,WAS,7,0.3,2,0.4,3,0.6,4,0.0,0,0.0,0,16.7,0.0,0.0,16.7,3.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deandre Ayton,2018,2022,4,0,C,PHO,236,16.3,3843,10.5,2485,1.6,380,0.7,168,1.0,246,59.9,25.0,75.4,60.2,20.7,6.2,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Udoka Azubuike,2020,2022,2,0,C,UTA,32,3.0,96,2.6,84,0.0,0,0.1,2,0.5,15,70.7,0.0,66.7,70.7,15.9,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Bacon,2017,2021,4,0,SG,CHO,207,7.3,1503,2.6,537,1.1,230,0.5,96,0.1,14,40.2,31.4,78.0,44.7,8.9,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Bagley III,2018,2022,4,0,PF,SAC,166,13.6,2256,7.4,1224,0.9,151,0.5,82,0.7,110,50.1,29.1,66.3,52.7,17.1,1.8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wade Baldwin,2016,2019,3,0,PG,POR,56,3.1,174,1.2,69,1.4,78,0.4,21,0.2,10,35.5,25.0,77.6,38.2,7.1,-0.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaMelo Ball,2020,2022,2,0,PG,CHO,125,18.3,2287,6.3,793,7.0,875,1.6,199,0.4,48,43.1,37.4,82.5,51.1,18.9,4.3,8.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Lonzo Ball,2017,2022,5,0,PG,LAL,252,11.9,2995,5.7,1447,6.2,1563,1.6,391,0.6,162,40.0,36.4,57.8,50.7,13.4,2.3,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mo Bamba,2018,2022,4,0,C,ORL,225,7.7,1726,6.1,1362,0.9,200,0.4,88,1.4,324,47.4,34.9,68.6,54.2,16.8,2.5,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desmond Bane,2020,2022,2,0,SG,MEM,144,14.0,2009,3.8,544,2.3,326,0.9,133,0.3,45,46.4,43.5,88.2,57.2,15.4,5.2,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dalano Banton,2021,2022,1,0,SF,TOR,64,3.2,205,1.9,124,1.5,99,0.4,28,0.2,10,41.1,25.5,59.1,44.3,10.1,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat Barber,2021,2022,1,0,PG,ATL,3,0.0,0,1.0,3,1.0,3,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-11.2,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Barnes,2012,2022,10,0,PF,GSW,746,14.2,10564,5.1,3816,1.8,1375,0.7,522,0.2,142,45.3,37.9,80.4,51.3,13.7,4.5,44.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Scottie Barnes,2021,2022,1,0,PF,TOR,73,15.4,1127,7.6,555,3.4,251,1.1,79,0.8,55,49.2,29.8,73.5,52.3,16.4,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ Barrett,2019,2022,3,0,SG,NYK,198,17.5,3469,5.6,1101,2.9,568,0.8,151,0.3,53,41.8,35.7,69.7,47.2,12.8,1.9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Barton,2012,2022,10,0,SG,DEN,623,11.6,7246,4.3,2655,2.7,1705,0.8,476,0.4,259,43.3,35.4,78.7,50.0,14.2,2.6,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris Bass,2021,2022,1,0,SF,PHO,2,3.0,6,2.0,4,0.0,0,0.5,1,0.0,0,33.3,0.0,100.0,33.3,14.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Bassey,2021,2022,1,0,PF,PHI,23,3.0,69,2.7,62,0.3,7,0.2,5,0.7,17,63.8,0.0,75.0,63.8,21.5,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keita Bates-Diop,2018,2022,4,0,SF,MIN,162,5.2,845,3.0,486,0.6,99,0.5,75,0.4,57,46.1,30.4,71.0,51.1,11.7,0.8,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Batum,2008,2022,14,0,SF,POR,915,11.1,10149,5.1,4707,3.5,3215,1.0,874,0.6,579,43.7,36.3,83.7,52.6,14.6,4.5,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aron Baynes,2012,2021,9,0,C,SAS,522,6.0,3115,4.6,2396,0.8,421,0.2,118,0.5,255,48.9,30.8,79.4,51.1,13.7,2.2,20.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kent Bazemore,2012,2022,10,0,SG,ATL,657,8.2,5414,3.2,2072,1.8,1154,1.0,658,0.5,309,41.3,35.6,72.4,48.8,11.4,1.4,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Bazley,2019,2022,3,0,PF,OKC,185,10.0,1841,5.8,1078,1.3,237,0.6,110,0.7,136,40.6,30.5,69.5,47.0,10.8,0.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Beal,2012,2022,10,0,SG,WAS,645,22.1,14231,4.1,2641,4.2,2701,1.1,727,0.4,251,45.6,37.2,82.1,51.9,18.2,4.9,48.8,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Malik Beasley,2016,2022,6,0,SG,DEN,335,10.4,3480,2.5,824,1.2,417,0.6,190,0.1,44,43.0,38.6,81.6,54.4,12.9,1.8,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Beasley,2008,2019,11,0,PF,MIA,609,12.4,7568,4.7,2861,1.3,788,0.6,345,0.5,314,46.5,34.9,75.9,48.7,15.6,1.4,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jordan Bell,2017,2022,5,0,C,GSW,161,3.7,593,3.1,497,1.2,201,0.4,62,0.8,122,55.2,20.0,63.6,55.6,15.0,1.0,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeAndre' Bembry,2016,2022,6,0,SF,ATL,296,5.9,1750,3.2,950,1.8,533,1.0,291,0.4,120,47.4,28.3,61.1,50.9,10.5,0.7,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragan Bender,2016,2020,4,0,PF,PHO,187,5.4,1014,3.9,720,1.3,237,0.3,54,0.6,106,39.9,32.3,65.4,49.7,7.6,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dairis Bertāns,2018,2019,1,0,SG,NOP,12,2.8,34,0.8,9,0.8,10,0.1,1,0.0,0,25.5,29.4,0.0,36.2,2.0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dāvis Bertāns,2016,2022,6,0,PF,SAS,386,8.2,3157,2.7,1044,1.0,392,0.4,167,0.4,147,42.4,39.8,86.0,58.0,12.9,2.8,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Beverley,2012,2022,10,0,PG,HOU,525,8.9,4649,4.3,2242,3.5,1835,1.1,602,0.5,271,41.4,37.8,75.6,52.0,12.7,3.4,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Saddiq Bey,2020,2022,2,0,SF,DET,151,14.4,2173,5.0,756,2.2,326,0.8,125,0.2,30,39.9,36.1,83.5,50.5,13.5,3.6,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tyler Bey,2020,2021,1,0,SF,DAL,18,1.0,18,1.1,19,0.2,3,0.0,0,0.1,1,31.8,25.0,60.0,34.1,5.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khem Birch,2017,2022,5,0,C,ORL,261,5.2,1355,4.6,1211,1.0,265,0.5,130,0.6,149,51.8,19.1,69.7,52.4,14.7,2.6,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jabari Bird,2017,2018,1,0,SG,BOS,13,3.0,39,1.5,19,0.6,8,0.2,3,0.1,1,57.7,42.9,46.2,63.5,12.1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goga Bitadze,2019,2022,3,0,C,IND,149,5.0,752,2.9,433,0.8,115,0.3,40,0.9,139,47.7,25.4,70.7,51.9,15.9,1.3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bismack Biyombo,2011,2022,11,0,C,CHO,737,5.2,3800,6.1,4473,0.6,441,0.3,188,1.3,950,53.0,0.0,56.4,53.0,13.1,2.7,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemanja Bjelica,2015,2022,7,0,PF,MIN,448,7.6,3408,4.6,2044,1.8,819,0.6,286,0.4,184,46.6,38.5,75.9,55.6,13.6,2.8,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Blakeney,2017,2019,2,0,SG,CHI,76,7.5,569,1.8,139,0.8,62,0.3,19,0.1,10,40.6,35.7,69.6,45.4,10.5,-0.3,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Bledsoe,2010,2022,12,0,PG,PHO,756,13.7,10348,3.9,2937,4.7,3545,1.4,1028,0.5,344,45.2,33.6,78.4,50.4,17.0,3.8,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Keljin Blevins,2020,2022,2,0,SF,POR,47,2.2,102,1.1,52,0.5,22,0.3,13,0.0,1,30.1,29.7,54.5,39.0,3.8,-0.3,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaron Blossomgame,2018,2019,1,0,SF,CLE,27,4.2,114,3.6,98,0.5,13,0.3,7,0.3,8,44.3,25.6,76.9,49.1,10.2,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogdan Bogdanović,2017,2022,5,0,SG,SAC,315,14.2,4487,3.4,1077,3.4,1066,1.0,323,0.2,73,43.9,38.3,82.6,53.8,14.9,3.2,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bojan Bogdanović,2014,2022,8,0,SF,BRK,603,15.0,9043,3.6,2184,1.6,945,0.6,334,0.1,42,45.7,39.2,86.1,54.6,14.0,4.1,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bol Bol,2019,2022,3,0,PF,DEN,53,2.7,142,1.2,63,0.3,18,0.1,6,0.3,18,47.8,37.8,66.7,54.0,11.7,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonah Bolden,2018,2020,2,0,C,PHI,51,4.3,217,3.4,174,0.8,40,0.4,20,0.8,41,48.6,34.0,48.4,58.4,12.2,0.7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marques Bolden,2019,2021,2,0,C,CLE,7,1.0,7,1.1,8,0.0,0,0.4,3,0.3,2,33.3,0.0,62.5,33.3,13.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Bolmaro,2021,2022,1,0,SF,MIN,34,1.1,39,1.2,40,0.5,17,0.2,6,0.0,0,28.9,23.5,81.8,33.3,4.1,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Bone,2019,2021,2,0,PG,DET,24,2.8,68,1.2,28,1.1,26,0.1,3,0.0,0,37.8,28.6,0.0,45.9,7.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Bonga,2018,2022,4,0,SF,WAS,143,3.1,439,2.2,320,0.8,118,0.5,73,0.3,37,43.2,30.0,75.9,48.6,8.4,0.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Booker,2015,2022,7,0,SG,PHO,477,23.5,11217,3.9,1865,4.7,2228,0.8,398,0.3,128,45.7,35.7,87.0,51.3,18.0,4.3,29.9,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brandon Boston Jr.,2021,2022,1,0,SG,LAC,50,6.5,325,2.1,104,0.9,46,0.5,25,0.2,12,37.7,31.2,83.8,43.2,10.9,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Boucher,2017,2022,5,0,PF,TOR,230,8.9,2055,5.3,1225,0.5,113,0.5,112,1.2,271,48.4,33.4,78.4,55.2,20.0,3.3,16.4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
James Bouknight,2021,2022,1,0,SG,CHO,30,4.7,140,1.7,51,0.9,26,0.2,7,0.0,1,34.5,34.7,87.1,40.6,10.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Bowen,2019,2021,2,0,SF,IND,12,0.8,9,0.8,10,0.0,0,0.0,0,0.1,1,28.6,0.0,100.0,28.6,0.4,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ky Bowman,2019,2020,1,0,PG,GSW,45,7.4,335,2.7,121,2.9,131,1.0,44,0.2,10,41.7,30.8,82.9,46.9,9.1,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avery Bradley,2010,2022,12,0,SG,BOS,660,11.0,7279,2.8,1863,1.7,1105,1.0,655,0.2,128,43.4,36.5,78.3,49.8,10.7,1.4,17.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Tony Bradley,2017,2022,5,0,C,UTA,166,4.6,762,4.3,710,0.5,88,0.2,41,0.6,97,63.4,42.9,67.4,63.7,19.2,1.5,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrell Brantley,2019,2021,2,0,PF,UTA,37,2.4,88,1.3,47,0.7,26,0.3,10,0.2,7,43.8,36.6,75.0,53.1,13.1,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignas Brazdeikis,2019,2022,3,0,SF,NYK,63,4.8,303,1.9,117,0.9,55,0.2,14,0.1,7,41.0,31.9,68.8,47.7,9.2,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikal Bridges,2018,2022,4,0,SF,PHO,308,11.3,3483,3.9,1211,2.1,637,1.3,403,0.6,183,50.9,37.4,83.1,59.2,13.7,6.2,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miles Bridges,2018,2022,4,0,SF,CHO,290,13.4,3884,5.6,1634,2.2,651,0.7,213,0.7,215,47.3,34.6,80.8,54.4,14.9,4.0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amida Brimah,2020,2021,1,0,C,IND,5,2.6,13,1.6,8,0.2,1,0.0,0,1.0,5,62.5,0.0,100.0,62.5,16.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Briscoe,2018,2019,1,0,PG,ORL,39,3.5,136,1.9,74,2.2,87,0.3,11,0.1,2,39.9,32.4,57.7,43.8,6.7,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oshae Brissett,2019,2022,3,0,SF,IND,106,8.0,851,4.6,491,0.9,94,0.6,66,0.5,50,42.2,35.6,71.9,50.7,13.3,1.3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Broekhoff,2018,2020,2,0,SG,DAL,59,4.0,238,1.8,106,0.6,33,0.2,11,0.1,8,42.7,40.3,81.5,58.4,11.4,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Brogdon,2016,2022,6,0,PG,MIL,333,15.5,5159,4.2,1398,4.8,1596,0.9,285,0.2,77,46.4,37.6,88.1,52.6,16.8,4.0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Armoni Brooks,2020,2022,2,0,SG,HOU,73,7.0,508,2.3,169,1.3,92,0.5,40,0.2,16,36.7,33.1,75.8,50.6,9.4,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
