Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Johnny Davis,1976,1986,10,1,SG,IND,750,12.9,9710,2.0,1505,4.5,3368,0.9,683,0.2,116,44.8,17.6,82.1,45.0,14.3,3.9,38.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Josh Davis,2003,2012,4,1,PF,ATL,67,2.3,156,1.7,115,0.3,19,0.3,17,0.1,5,37.3,32.9,72.4,45.0,11.0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Davis,1988,1989,1,1,SF,PHO,33,3.8,127,1.1,37,0.4,14,0.4,13,0.2,5,48.0,10.0,82.4,48.5,15.0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Davis,1995,2000,5,1,SF,PHI,230,5.5,1261,3.0,697,1.3,294,0.9,200,0.3,75,44.2,24.6,65.5,45.5,11.9,0.5,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mel Davis,1973,1977,4,1,PF,NYK,190,5.3,1008,4.3,816,0.9,164,0.3,66,0.1,22,37.6,0.0,70.9,0.0,12.0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickey Davis,1971,1977,6,1,SF,MIL,309,5.0,1542,2.7,841,1.0,304,0.4,76,0.1,16,45.5,0.0,83.5,45.5,13.9,1.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Davis,1969,1973,4,1,SG,WAS,242,10.1,2443,2.1,511,1.7,412,0.0,0,0.0,0,42.4,26.1,76.5,42.5,12.2,1.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mike Davis,1982,1983,1,1,PF,NYK,8,1.8,14,1.3,10,0.0,0,0.0,0,0.5,4,40.0,0.0,60.0,40.0,21.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monti Davis,1980,1981,1,1,PF,PHI,2,1.5,3,2.0,4,0.0,0,0.0,0,0.5,1,20.0,0.0,20.0,20.0,4.5,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Davis,2006,2010,4,1,PF,LAC,82,2.6,217,1.9,158,0.4,32,0.3,22,0.2,15,40.2,0.0,73.2,40.2,10.6,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralph Davis,1960,1962,2,1,SG,SAC,150,8.0,1195,1.7,248,2.8,424,0.0,0,0.0,0,40.9,0.0,67.7,0.0,9.4,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Davis,1955,1956,1,1,NA,SAC,3,0.7,2,1.3,4,0.3,1,0.0,0,0.0,0,0.0,0.0,100.0,0.0,-3.3,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricky Davis,1998,2010,12,1,SG,CLE,736,13.5,9912,3.5,2550,3.3,2426,1.0,732,0.3,187,44.6,36.1,78.1,48.0,14.7,2.3,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Davis,1976,1982,3,1,SF,SDC,78,5.3,417,1.8,139,0.7,53,0.6,43,0.1,11,42.0,25.0,57.1,42.2,10.7,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terence Davis,2019,2022,3,0,SG,TOR,163,8.5,1387,3.0,485,1.5,238,0.7,108,0.2,39,43.7,36.6,83.5,54.1,13.5,1.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Terry Davis,1989,2001,10,1,PF,DAL,480,6.4,3061,6.0,2887,0.6,273,0.4,183,0.3,149,47.2,15.8,60.5,47.3,10.9,1.2,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Davis,2018,2019,1,0,C,OKC,1,0.0,0,1.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walt Davis,1953,1958,5,1,PF,GSW,325,4.8,1558,4.3,1397,0.7,231,0.0,0,0.0,0,37.7,0.0,69.5,0.0,9.6,1.0,4.8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Walter Davis,1977,1992,15,1,SG,PHO,1033,18.9,19521,3.0,3053,3.8,3878,1.2,1280,0.1,133,51.1,27.2,85.1,51.6,19.1,5.1,76.9,0,0,0,0,0,6,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
Andre Dawkins,2014,2015,1,1,SG,MIA,4,0.8,3,0.5,2,0.3,1,0.0,0,0.0,0,16.7,16.7,0.0,25.0,-5.0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darryl Dawkins,1975,1989,14,1,C,PHI,726,12.0,8733,6.1,4432,1.3,917,0.5,345,1.4,1023,57.2,13.3,68.5,57.2,15.8,3.3,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Dawkins,1986,1995,9,1,PG,PHI,541,11.1,5984,2.5,1336,5.5,2997,1.1,618,0.1,29,45.6,33.0,85.7,47.4,14.7,2.4,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Dawkins,1979,1980,1,1,SF,UTA,57,5.5,316,2.2,125,1.4,77,0.6,33,0.2,9,47.0,20.0,68.8,47.2,11.0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branden Dawson,2015,2016,1,1,PF,LAC,6,0.8,5,0.7,4,0.0,0,0.0,0,0.2,1,40.0,0.0,100.0,40.0,7.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Dawson,2011,2012,1,1,C,SAS,4,3.8,15,2.5,10,0.0,0,0.3,1,0.5,2,58.3,0.0,50.0,58.3,14.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Dawson,1990,1995,2,1,SF,SAC,6,2.8,17,0.8,5,0.2,1,0.0,0,0.0,0,46.7,50.0,100.0,53.3,11.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Day,1992,2001,8,1,SG,MIL,483,12.3,5917,3.4,1649,1.5,713,1.1,532,0.6,291,40.6,34.5,73.9,46.2,14.1,2.2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Daye,2009,2015,6,1,SF,DET,293,5.2,1522,2.6,764,0.7,212,0.4,116,0.4,117,40.2,35.1,77.8,46.9,11.6,0.8,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Darren Daye,1983,1988,5,1,SF,WAS,328,6.8,2225,2.6,844,2.0,672,0.6,191,0.2,53,49.1,11.8,68.1,49.1,13.9,1.9,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nando De Colo,2012,2014,2,1,SF,SAS,119,3.8,453,1.8,211,1.7,203,0.5,63,0.1,12,42.9,36.3,83.5,49.1,11.8,1.2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave DeBusschere,1962,1974,12,1,PF,DET,875,16.1,14053,11.0,9618,2.9,2497,0.9,67,0.5,39,43.2,0.0,69.9,0.0,15.5,5.1,60.8,1,1,0,0,1983,8,0,0,0,0,0,2,1,1,0,6,0,0,0,0,0,0,1
Andrew DeClercq,1995,2005,10,1,C,ORL,587,4.8,2815,4.2,2488,0.6,339,0.7,390,0.5,301,50.7,0.0,62.1,50.7,12.1,1.9,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javin DeLaurier,2021,2022,1,0,C,MIL,1,0.0,0,1.0,1,0.0,0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate DeLong,1951,1952,1,1,NA,MLH,17,3.8,64,1.8,31,0.8,14,0.0,0,0.0,0,47.6,0.0,68.6,0.0,21.3,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeMar DeRozan,2009,2022,13,0,SG,TOR,957,20.8,19869,4.4,4227,3.9,3729,1.0,935,0.3,280,46.5,28.8,83.7,47.8,18.9,6.4,83.7,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Hank DeZonie,1950,1951,1,1,NA,TRI,5,3.4,17,3.6,18,1.8,9,0.0,0,0.0,0,24.0,0.0,71.4,0.0,0.0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Deane,1979,1980,1,1,SG,UTA,7,1.4,10,0.9,6,0.9,6,0.0,0,0.0,0,18.2,100.0,71.4,22.7,4.5,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Deck,2020,2022,2,0,PF,OKC,17,6.0,102,2.7,46,1.7,29,0.5,9,0.0,0,49.4,21.1,81.8,51.9,15.1,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dewayne Dedmon,2013,2022,9,0,C,ORL,477,6.4,3056,5.9,2836,0.7,332,0.5,249,0.8,390,52.7,33.8,73.5,56.6,15.1,2.5,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archie Dees,1958,1962,4,1,PF,DET,190,8.1,1548,4.8,907,0.7,132,0.0,0,0.0,0,40.2,0.0,79.4,0.0,15.1,1.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Dehere,1993,1999,6,1,PG,LAC,402,8.0,3235,1.5,588,2.6,1034,0.5,213,0.1,36,41.1,37.8,77.9,47.3,12.7,1.2,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Dejean-Jones,2015,2016,1,1,SG,NOP,14,5.6,79,3.4,48,1.1,15,0.7,10,0.1,2,40.6,37.5,52.4,49.3,9.6,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Dekker,2015,2022,5,0,PF,HOU,201,5.4,1094,3.0,607,0.8,160,0.5,101,0.2,37,47.8,28.8,60.6,52.5,12.7,1.1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinny Del Negro,1988,2002,12,1,SG,SAS,771,9.1,7038,2.3,1810,3.2,2484,0.7,576,0.1,65,47.5,35.9,84.0,49.5,13.5,3.4,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Delaney,2016,2018,2,1,PG,ATL,127,5.7,729,1.8,223,2.8,356,0.6,74,0.1,7,37.7,30.8,80.5,43.1,8.9,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bison Dele,1991,1999,8,1,C,ORL,413,11.0,4536,6.2,2564,1.1,440,0.8,320,0.9,355,52.8,14.3,69.1,52.8,16.5,2.9,22.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carlos Delfino,2004,2013,8,1,SG,DET,507,8.1,4115,3.6,1815,1.7,887,0.9,461,0.2,88,40.1,36.5,75.8,49.4,12.6,2.8,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ángel Delgado,2018,2019,1,0,C,LAC,2,1.5,3,2.0,4,0.0,0,0.5,1,0.0,0,20.0,0.0,50.0,20.0,4.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Delk,1996,2006,10,1,PG,CHO,545,9.1,4957,2.5,1351,1.9,1024,0.8,447,0.1,77,40.8,34.3,76.9,45.9,13.7,1.9,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Dellavedova,2013,2021,8,0,PG,CLE,447,5.5,2463,1.8,798,3.7,1649,0.5,206,0.0,21,38.6,36.4,84.0,47.4,9.8,1.3,10.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fennis Dembo,1988,1989,1,1,SF,DET,31,1.2,36,0.7,23,0.2,5,0.0,1,0.0,0,33.3,0.0,80.0,33.3,7.8,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Larry Demic,1979,1982,3,1,PF,NYK,206,4.7,976,3.9,805,0.5,106,0.3,72,0.2,49,45.9,0.0,58.0,45.9,8.1,0.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell Demps,1993,1997,3,1,SG,GSW,20,3.0,59,0.5,9,0.5,9,0.3,6,0.1,1,50.0,33.3,76.2,51.2,14.4,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Dempsey,1954,1959,5,1,PG,GSW,315,5.0,1574,3.6,1125,2.3,711,0.0,0,0.0,0,40.7,0.0,66.1,0.0,12.4,2.2,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Luol Deng,2004,2019,15,1,SF,CHI,902,14.8,13361,6.1,5468,2.3,2042,1.0,880,0.5,444,45.6,33.2,76.9,48.5,15.4,4.9,74.0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Kenny Dennard,1981,1984,3,1,PF,KCK,95,2.8,268,3.0,286,1.0,93,0.8,74,0.2,17,42.9,30.0,64.4,43.5,9.3,0.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blaine Denning,1952,1953,1,1,NA,BLB,1,5.0,5,4.0,4,0.0,0,0.0,0,0.0,0,40.0,0.0,100.0,0.0,18.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Dentmon,2011,2013,2,1,PG,SAS,8,3.3,26,1.0,8,1.3,10,0.3,2,0.0,0,33.3,14.3,66.7,36.7,3.8,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Derline,1974,1976,2,1,SG,OKC,107,4.8,518,0.8,86,0.7,71,0.3,34,0.0,5,41.9,0.0,78.6,0.0,12.7,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Derrickson,2018,2019,1,0,PF,GSW,11,4.2,46,1.2,13,0.1,1,0.0,0,0.1,1,48.5,50.0,80.0,63.6,19.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Deutsch,1966,1967,1,1,NA,NYK,19,1.1,21,1.1,21,0.8,15,0.0,0,0.0,0,16.7,0.0,45.0,0.0,2.4,-0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corky Devlin,1955,1958,3,1,SG,DET,210,7.1,1496,2.1,449,2.1,446,0.0,0,0.0,0,36.6,0.0,74.2,0.0,11.7,1.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernie DiGregorio,1973,1978,5,1,PG,LAC,312,9.6,2997,2.0,610,5.1,1594,0.6,190,0.0,14,41.5,0.0,90.2,0.0,12.2,0.5,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Donte DiVincenzo,2018,2022,4,0,SG,MIL,200,9.0,1790,4.6,929,2.5,503,1.1,217,0.2,49,41.5,34.5,76.7,51.3,12.6,2.3,9.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mamadi Diakite,2020,2022,2,0,PF,MIL,27,3.7,100,3.4,93,0.4,10,0.4,12,0.6,15,47.1,7.7,68.0,47.7,11.9,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Derrick Dial,1999,2004,4,1,SG,SAS,82,3.1,253,1.6,133,0.8,63,0.3,21,0.1,11,37.2,19.0,67.2,38.6,12.2,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheick Diallo,2016,2022,5,0,PF,NOP,183,5.2,958,4.1,759,0.4,78,0.3,56,0.4,73,59.6,28.6,77.4,59.7,17.0,1.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamidou Diallo,2018,2022,4,0,SG,OKC,207,8.4,1748,3.9,813,1.1,227,0.8,170,0.3,60,47.5,27.7,63.4,49.9,13.0,1.2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boris Diaw,2003,2017,14,1,PF,SAS,1064,8.6,9139,4.4,4634,3.5,3684,0.6,648,0.5,510,49.3,33.6,71.7,52.4,12.9,3.7,51.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Yakhouba Diawara,2006,2010,4,1,SG,DEN,187,3.5,655,1.4,258,0.7,122,0.3,52,0.1,16,35.7,30.1,65.0,45.0,6.1,0.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guillermo Díaz,2007,2008,1,1,SG,LAC,6,0.8,5,0.3,2,0.2,1,0.0,0,0.0,0,25.0,0.0,60.0,25.0,9.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Dickau,2002,2008,6,1,PG,ATL,300,5.8,1745,1.4,405,2.5,752,0.5,164,0.0,11,40.1,34.1,83.1,46.0,12.9,1.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaniel Dickens,2003,2008,3,1,PF,POR,19,1.2,22,0.6,12,0.1,2,0.1,2,0.1,2,40.0,33.3,75.0,47.5,9.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Dickerson,1975,1977,2,1,SG,DET,23,2.0,45,0.2,5,0.8,19,0.1,3,0.0,1,36.6,0.0,62.5,0.0,6.0,-0.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Dickerson,1998,2003,5,1,SG,MEM,212,15.4,3257,2.9,609,2.6,553,1.0,213,0.4,85,43.2,40.2,78.4,48.3,13.4,1.9,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Derrek Dickey,1973,1978,5,1,PF,GSW,321,6.1,1962,4.9,1575,1.1,346,0.4,129,0.2,60,47.0,0.0,74.5,0.0,13.2,2.2,11.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dick Dickey,1951,1952,1,1,PG,BOS,45,2.8,127,1.8,81,1.1,50,0.0,0,0.0,0,29.4,0.0,68.1,0.0,9.7,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Diener,2005,2010,5,1,PG,IND,179,4.8,854,1.4,243,2.4,432,0.4,76,0.1,9,38.8,35.3,84.7,49.5,12.5,1.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorgui Dieng,2013,2022,9,0,C,MIN,597,7.5,4470,5.7,3427,1.3,784,0.8,464,0.9,535,50.0,36.7,79.1,52.6,16.4,3.4,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Connie Dierking,1958,1971,10,1,C,SAC,706,10.0,7094,6.7,4757,1.5,1053,0.0,0,0.0,0,41.7,0.0,69.7,0.0,13.4,1.3,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coby Dietrick,1970,1983,13,1,C,SAS,842,6.1,5140,4.5,3772,2.1,1740,0.9,666,0.6,520,46.2,19.4,73.5,46.3,12.6,2.1,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickey Dillard,1981,1982,1,1,PG,CLE,33,2.2,73,0.5,15,1.0,34,0.2,8,0.1,2,36.7,0.0,65.2,36.7,7.0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hook Dillon,1949,1950,1,1,NA,WSC,22,1.6,36,0.0,0,0.2,5,0.0,0,0.0,0,18.2,0.0,72.7,0.0,0.0,-0.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byron Dinkins,1989,1991,2,1,PG,HOU,45,3.4,151,1.2,52,2.1,94,0.5,21,0.0,2,40.6,11.1,87.2,40.9,9.1,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackie Dinkins,1971,1972,1,1,SF,CHI,18,2.5,45,1.1,20,0.4,7,0.0,0,0.0,0,41.5,0.0,55.0,0.0,13.7,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Dinwiddie,1967,1972,4,1,SF,SAC,220,4.4,974,3.3,720,0.6,129,0.0,0,0.0,0,36.9,0.0,61.0,0.0,8.2,-0.6,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Dinwiddie,2014,2022,8,0,PG,BRK,386,13.0,5034,3.0,1164,5.0,1928,0.7,259,0.3,104,41.1,32.2,79.1,48.1,15.4,2.8,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ike Diogu,2005,2012,6,1,PF,GSW,225,6.0,1348,3.1,689,0.3,69,0.2,36,0.3,65,50.9,50.0,78.6,51.0,15.6,1.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeSagana Diop,2001,2013,12,1,C,CHO,601,2.0,1185,3.7,2219,0.4,270,0.4,227,1.0,630,42.7,16.7,46.7,42.8,9.8,1.1,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Dischinger,1962,1973,9,1,SF,DET,652,13.8,9012,5.6,3646,1.8,1151,0.0,0,0.0,0,50.6,0.0,75.8,0.0,16.3,6.3,56.3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Fred Diute,1954,1955,1,1,SG,MLH,7,1.6,11,1.9,13,0.6,4,0.0,0,0.0,0,9.5,0.0,58.3,0.0,-2.3,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vlade Divac,1989,2005,16,1,C,LAL,1134,11.8,13398,8.2,9326,3.1,3541,1.1,1288,1.4,1631,49.5,23.5,69.2,50.0,17.7,6.0,96.4,1,1,0,0,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Juan Dixon,2002,2009,7,1,SG,WAS,436,8.4,3678,1.9,816,1.8,775,0.8,341,0.1,34,41.3,34.1,83.3,46.1,12.8,0.9,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earl Dodd,1949,1950,1,1,NA,DNN,9,1.7,15,0.0,0,0.7,6,0.0,0,0.0,0,22.2,0.0,60.0,0.0,0.0,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Doleac,1998,2008,10,1,C,ORL,587,4.9,2882,3.3,1955,0.6,343,0.3,200,0.4,209,43.9,12.5,79.1,43.9,10.8,1.3,12.7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Joe Dolhon,1949,1951,2,1,NA,BLB,77,6.4,494,1.4,18,2.3,174,0.0,0,0.0,0,31.1,0.0,73.4,0.0,0.0,1.6,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Donaldson,1980,1995,14,1,C,DAL,957,8.6,8203,7.8,7492,0.8,765,0.4,336,1.3,1267,57.1,0.0,73.2,57.1,13.8,4.5,62.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luka Dončić,2018,2022,4,0,PG,DAL,263,26.4,6936,8.5,2248,8.0,2093,1.0,276,0.4,110,45.7,33.7,73.6,52.8,24.2,7.2,28.9,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
Bob Donham,1950,1954,4,1,SG,BOS,273,6.7,1818,3.9,1071,2.6,706,0.0,0,0.0,0,48.0,0.0,50.7,0.0,14.2,4.5,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Donovan,1987,1988,1,1,PG,NYK,44,2.4,105,0.6,25,2.0,87,0.4,16,0.0,1,40.4,0.0,81.0,40.4,8.7,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Donovan,1949,1950,1,1,NA,NYK,45,5.6,253,0.0,0,0.8,38,0.0,0,0.0,0,32.7,0.0,68.9,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keyon Dooling,2000,2013,13,1,PG,LAC,728,7.0,5067,1.3,964,2.2,1601,0.6,463,0.1,75,41.6,34.9,79.9,46.7,11.5,1.4,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Djordjevic,1996,1997,1,1,SG,POR,8,3.1,25,0.6,5,0.6,5,0.0,0,0.0,0,50.0,71.4,80.0,65.6,12.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
