Player,Debut,Last Active,YOE,Retired,Position,Team,League,Total Games,Career PPG,Career RPG,Career APG,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Total WS,Hall of Fame,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Jim Seminoff,1946,1950,4,1,NA,CHS,BAA,231,6.5,-,2.7,30.8,0,68.1,0,-,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouhamed Sene,2006,2009,3,1,C,OKC,NBA,47,2.2,1.6,0.0,42.7,-,58.9,42.7,13.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Senesky,1946,1954,8,1,PG,GSW,NBA,482,7.2,3.5,3.2,31.3,0,70.2,0,10.4,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alperen Şengün,2021,2022,1,0,C,HOU,NBA,71,9.6,5.5,2.5,47.8,25.2,71.1,50.5,16.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Séraphin,2010,2017,7,1,C,WAS,NBA,423,5.9,3.5,0.6,48.9,0.0,71.5,48.9,12.1,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ansu Sesay,2001,2005,4,1,SF,OKC,NBA,127,3.2,1.8,0.5,43.4,27.6,64.0,44.5,11.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramon Sessions,2007,2018,11,1,PG,MIL,NBA,691,10.3,2.7,4.1,43.4,31.6,79.1,45.3,15.9,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha Seung-Jin,2004,2006,2,1,C,POR,NBA,46,1.5,1.5,0.1,51.9,-,50.0,51.9,5.4,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Sewell,1984,1985,1,1,SG,WAS,NBA,21,1.0,0.2,0.3,25.0,0.0,50.0,25.0,-2.7,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collin Sexton,2018,2022,4,0,PG,CLE,NBA,218,20.0,3.0,3.3,45.8,37.8,82.7,50.4,15.0,5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Paul Seymour,1947,1960,12,1,SG,PHI,NBA,622,9.4,3.1,3.8,35.0,0,79.2,0,13.9,37.5,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Nick Shaback,1946,1947,1,1,NA,CLR,BAA,53,4.6,-,0.5,26.5,0,71.7,0,-,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynn Shackelford,1969,1970,1,1,SF,MMF,ABA,22,2.6,1.2,0.5,30.6,30.8,76.9,33.3,4.7,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Shackleford,1988,1999,6,1,C,BRK,NBA,303,5.4,4.8,0.6,48.3,0.0,65.4,48.3,13.1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl Shaeffer,1949,1951,2,1,NA,INO,NBA,53,3.1,1.0,0.9,35.7,0,58.3,0,-,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee Shaffer,1961,1964,3,1,SF,PHI,NBA,196,16.8,6.3,1.2,42.0,0,77.6,0,14.6,8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustafa Shakur,2010,2014,2,1,PG,WAS,NBA,25,2.1,0.9,1.2,33.9,9.1,52.9,34.7,5.8,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landry Shamet,2018,2022,4,0,SG,LAC,NBA,261,8.9,1.8,1.6,40.9,39.0,83.5,54.9,10.0,10.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
God Shammgod,1997,1998,1,1,PG,WAS,NBA,20,3.1,0.4,1.8,32.8,0.0,76.7,32.8,9.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earl Shannon,1946,1949,3,1,NA,PRO,BAA,134,8.6,-,1.3,30.5,0,59.8,0,-,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howie Shannon,1948,1950,2,1,NA,PRO,BAA,122,10.8,-,2.5,35.5,0,79.5,0,-,6.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chuck Share,1951,1960,9,1,C,STL,NBA,596,8.3,8.4,1.4,40.0,0,69.3,0,17.7,42.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bill Sharman,1950,1961,11,1,SG,BOS,NBA,711,17.8,3.9,3.0,42.6,0,88.3,0,18.3,82.8,1,1976,8,0,0,0,0,0,4,7,0,0,0,0,0,1,0,0,0,1
Day'Ron Sharpe,2021,2022,1,0,PF,BRK,NBA,32,6.2,5.0,0.5,57.7,28.6,58.5,58.4,20.7,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walter Sharpe,2008,2009,1,1,PF,DET,NBA,8,1.0,0.4,0.0,36.4,0.0,0.0,36.4,4.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Shasky,1988,1991,3,1,C,MIA,NBA,136,3.8,2.8,0.3,46.6,0.0,65.5,46.6,11.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Shavlik,1956,1958,2,1,NA,NYK,NBA,8,1.3,2.9,0.0,17.4,0,40.0,0,-1.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Shaw,1988,2003,14,1,PG,LAL,NBA,943,6.9,3.4,4.2,40.3,30.4,78.2,43.7,11.7,23.8,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Casey Shaw,1998,1999,1,1,C,PHI,NBA,9,0.2,0.3,0.0,12.5,-,-,12.5,-14.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marial Shayok,2019,2020,1,0,SG,PHI,NBA,4,2.8,1.8,0.3,25.0,33.3,75.0,33.3,1.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Shea,1946,1947,1,1,NA,PRO,BAA,43,2.2,-,0.1,24.2,0,57.6,0,-,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred Sheffield,1946,1947,1,1,NA,GSW,BAA,22,3.4,-,0.2,19.9,0,61.5,0,-,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Shelton,1980,1982,2,1,SF,ATL,NBA,59,4.1,2.4,0.5,45.3,0.0,60.0,45.3,8.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonnie Shelton,1976,1986,10,1,PF,OKC,NBA,673,12.0,6.1,2.2,49.2,9.7,73.8,49.2,14.2,37.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Tornike Shengelia,2012,2014,2,1,SF,BRK,NBA,45,1.3,0.9,0.4,45.1,12.5,50.0,46.1,5.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Shepherd,1972,1975,3,1,PG,VIR,ABA,169,5.7,1.1,3.9,38.7,35.7,69.6,45.5,12.1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Sheppard,1998,1999,1,1,SG,ATL,NBA,18,2.2,1.2,0.9,38.5,28.6,61.5,41.0,8.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Sheppard,1977,1979,2,1,SF,CHI,NBA,106,3.5,1.7,0.6,45.9,0,63.3,0,10.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Sherod,1982,1983,1,1,PG,NYK,NBA,64,6.2,2.3,4.9,40.6,7.7,65.0,40.7,11.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charley Shipp,1949,1950,1,1,NA,WAT,NBA,23,4.7,-,2.0,25.5,0,72.5,0,-,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Shirley,2002,2005,3,1,PF,ATL,NBA,18,1.8,1.1,0.4,39.5,0.0,42.9,39.5,4.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Short,1975,1976,1,1,SF,OKC,NBA,34,2.5,1.4,0.3,35.2,0,62.5,0,9.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purvis Short,1978,1990,12,1,SF,GSW,NBA,842,17.3,4.3,2.5,47.4,28.2,82.4,47.9,16.9,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dexter Shouse,1989,1990,1,1,PG,PHI,NBA,3,0.0,0.0,0.7,0.0,0.0,-,0.0,-6.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Shrider,1948,1949,1,1,NA,NYK,BAA,4,0.3,-,0.5,-,0,33.3,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Shue,1954,1964,10,1,PG,DET,NBA,699,14.4,4.1,3.7,39.6,0,80.6,0,13.7,38.9,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
John Shumate,1975,1981,5,1,PF,BUF,NBA,318,12.3,7.5,1.8,51.6,0.0,72.0,51.6,15.9,24.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Iman Shumpert,2011,2021,10,0,SG,NYK,NBA,461,7.2,3.3,1.8,39.1,33.7,76.4,46.9,9.7,12.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Alexey Shved,2012,2015,3,1,SG,MIN,NBA,182,7.4,2.0,2.5,36.9,30.6,76.2,43.6,12.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Siakam,2016,2022,6,0,PF,TOR,NBA,400,15.7,6.3,3.1,48.9,32.8,77.4,52.9,17.6,33.3,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Jordan Sibert,2018,2019,1,0,SG,ATL,NBA,1,3.0,0.0,0.0,100.0,100.0,-,150.0,29.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Sibert,1972,1973,1,1,PF,SAC,NBA,5,2.4,0.8,0.0,30.8,0,80.0,0,6.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Sibley,1973,1974,1,1,SG,POR,NBA,28,1.6,0.9,0.5,35.7,0,85.7,0,9.3,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Sichting,1980,1990,10,1,PG,IND,NBA,598,6.9,1.4,3.3,50.7,27.1,85.7,51.3,11.7,21.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Donald Sidle,1968,1972,4,1,PF,MMF,ABA,314,13.5,8.0,1.0,48.1,13.8,71.7,48.1,17.8,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Siegfried,1963,1972,9,1,PG,BOS,NBA,550,10.8,2.8,3.5,40.9,0,85.4,0,13.7,33.1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Ralph Siewert,1946,1947,1,1,NA,STB,BAA,21,1.0,-,0.2,13.6,0,53.3,0,-,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Sikma,1977,1991,14,1,C,OKC,NBA,1107,15.6,9.8,3.2,46.4,32.8,84.9,47.1,17.3,112.5,1,2019,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
James Silas,1972,1982,10,1,PG,SAS,NBA,685,16.1,3.0,3.8,49.5,0.0,85.5,49.5,17.0,60.3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Paul Silas,1964,1980,16,1,PF,STL,NBA,1254,9.4,9.9,2.1,43.2,-,67.3,43.2,13.9,79.9,0,0,2,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0
Xavier Silas,2011,2018,2,1,SG,PHI,NBA,4,2.8,1.5,0.8,22.2,12.5,66.7,25.0,-0.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garret Siler,2010,2011,1,1,C,PHO,NBA,21,2.1,1.3,0.1,54.8,-,50.0,54.8,13.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Silliman,1970,1971,1,1,SF,BUF,NBA,36,2.5,1.7,0.6,45.6,0,48.7,0,8.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Silva,2019,2022,3,0,PF,MIA,NBA,69,2.8,2.7,0.5,60.6,25.0,70.7,61.0,15.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Simien,2005,2007,2,1,PF,MIA,NBA,51,3.3,1.9,0.2,46.9,-,85.4,46.9,10.5,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ben Simmons,2017,2021,4,0,PG,PHI,NBA,275,15.9,8.1,7.7,56.0,14.7,59.7,56.0,19.8,30.4,0,0,3,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0
Bobby Simmons,2001,2012,10,1,SF,LAC,NBA,466,9.0,3.8,1.5,43.7,39.6,82.3,49.0,12.9,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cedric Simmons,2006,2009,3,1,PF,CHI,NBA,75,2.2,1.9,0.2,40.9,-,39.0,40.9,7.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connie Simmons,1946,1956,10,1,C,NYK,NBA,598,9.8,6.2,1.6,35.1,0,67.8,0,15.0,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Simmons,1967,1969,2,1,PG,DEN,ABA,95,9.0,2.8,2.1,42.0,8.3,70.4,42.2,9.9,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Simmons,1946,1947,1,1,NA,BOS,BAA,60,5.3,-,0.5,28.0,0,61.4,0,-,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathon Simmons,2015,2019,4,0,SG,SAS,NBA,258,8.3,2.4,1.9,44.3,31.7,75.6,48.4,11.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobi Simmons,2017,2019,2,0,PG,MEM,NBA,33,5.9,1.5,2.1,42.3,28.2,100.0,45.2,7.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lionel Simmons,1990,1997,7,1,SF,SAC,NBA,454,12.8,6.2,3.3,43.3,30.5,77.1,43.7,14.7,16.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Miles Simon,1998,1999,1,1,SG,ORL,NBA,5,0.4,0.4,0.0,20.0,0.0,-,20.0,-7.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walter Simon,1967,1974,7,1,SF,KEN,ABA,541,11.9,5.0,2.7,46.2,13.3,70.4,46.3,14.6,27.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marko Simonovic,2021,2022,1,0,C,CHI,NBA,9,1.9,1.1,0.0,26.7,20.0,72.7,30.0,10.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anfernee Simons,2018,2022,4,0,SG,POR,NBA,211,10.2,2.2,2.0,42.5,39.2,83.3,53.1,12.3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickey Simpkins,1994,2002,7,1,PF,CHI,NBA,327,4.2,3.6,0.9,44.0,22.2,61.8,44.1,9.5,4.7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Ralph Simpson,1970,1980,10,1,SG,DEN,ABA,705,16.7,3.7,3.3,44.9,19.0,76.3,45.1,16.2,29.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zavier Simpson,2021,2022,1,0,PG,OKC,NBA,3,9.0,4.0,7.7,32.4,0.0,100.0,32.4,5.3,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Sims,1998,1999,1,1,SG,PHO,NBA,4,2.8,1.0,1.3,40.0,100.0,40.0,45.0,10.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Sims,1961,1968,2,1,SG,LAL,NBA,67,7.7,2.7,2.3,39.2,-,57.2,39.2,9.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtney Sims,2007,2009,2,1,C,IND,NBA,5,1.2,1.2,0.2,42.9,-,-,42.9,7.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug Sims,1968,1969,1,1,NA,SAC,NBA,4,1.0,1.0,0.0,40.0,0,-,0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Sims,2012,2016,4,1,C,PHI,NBA,135,7.6,5.0,1.0,47.1,17.4,76.7,47.3,15.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jericho Sims,2021,2022,1,0,PF,NYK,NBA,40,2.1,3.9,0.5,72.0,-,41.4,72.0,11.8,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Sims,1977,1978,1,1,PG,SAS,NBA,12,2.5,1.1,1.7,38.5,0,66.7,0,5.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Singler,2012,2018,6,1,SF,OKC,NBA,356,6.5,2.9,0.8,41.8,36.2,78.6,49.3,9.5,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sean Singletary,2008,2009,1,1,PG,PHO,NBA,37,2.4,0.9,0.8,36.5,40.0,85.7,42.4,6.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Singleton,2011,2014,3,1,SF,WAS,NBA,148,4.1,3.2,0.6,37.6,31.9,63.3,42.3,8.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Singleton,2005,2012,5,1,PF,LAC,NBA,243,3.9,3.7,0.4,46.2,29.2,83.3,48.5,14.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McKinley Singleton,1986,1987,1,1,PG,NYK,NBA,2,2.0,0.0,0.5,66.7,0.0,-,66.7,13.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeke Sinicola,1951,1954,2,1,NA,DET,NBA,12,1.1,0.2,0.3,25.0,0,37.5,0,-3.4,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deividas Sirvydis,2020,2022,2,0,SG,DET,NBA,23,1.9,1.5,0.3,30.0,31.4,50.0,41.0,4.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Sitton,1984,1985,1,1,SF,DAL,NBA,43,2.1,1.4,0.6,41.5,0.0,52.0,41.5,8.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peyton Siva,2013,2014,1,1,SG,DET,NBA,24,2.3,0.6,1.4,31.6,28.0,73.3,37.7,5.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Skiles,1986,1996,10,1,PG,ORL,NBA,600,11.1,2.5,6.5,43.5,37.9,88.9,48.5,14.4,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Al Skinner,1974,1980,6,1,SG,NYA,NBA,337,9.1,3.3,2.8,45.2,27.3,81.3,45.2,13.8,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Skinner,1998,2012,14,1,PF,LAC,NBA,608,4.7,4.7,0.5,49.4,33.3,56.6,49.4,12.0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tal Skinner,1974,1976,2,1,SF,OKC,NBA,145,4.6,4.2,1.0,43.4,0,63.3,0,9.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitey Skoog,1951,1957,6,1,SG,LAL,NBA,341,8.2,3.3,2.6,38.8,0,79.9,0,11.0,14.3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Jeff Slade,1962,1963,1,1,NA,CHZ,NBA,3,1.3,2.3,0.0,40.0,0,0.0,0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Slater,1994,2003,8,1,PF,TOR,NBA,259,5.6,3.0,0.6,48.4,0.0,62.9,48.4,13.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Slaughter,1951,1952,1,1,C,BLB,NBA,28,5.3,5.3,0.9,32.1,0,60.3,0,10.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Slaughter,1982,1983,1,1,SG,IND,NBA,63,3.6,1.1,0.8,37.4,22.0,64.4,39.3,10.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamar Slay,2002,2005,3,1,SG,BRK,NBA,66,2.6,1.1,0.5,36.1,26.5,53.8,39.4,6.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald Sloan,2011,2016,5,1,PG,NOP,NBA,218,5.5,2.1,3.0,40.9,31.0,75.4,45.4,11.9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Sloan,1965,1976,11,1,SG,CHI,NBA,755,14.0,7.4,2.5,42.7,0,72.2,0,13.2,49.5,1,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Uroš Slokar,2006,2007,1,1,C,TOR,NBA,20,1.9,0.7,0.1,53.8,50.0,69.2,55.8,13.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Sluby,1984,1985,1,1,SG,DAL,NBA,31,2.4,0.4,0.5,51.7,0.0,61.9,51.7,12.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alen Smailagić,2019,2021,2,0,C,GSW,NBA,29,3.0,1.5,0.6,46.3,30.4,72.0,51.5,12.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javonte Smart,2021,2022,1,0,PG,MIL,NBA,16,1.9,1.2,0.9,23.9,21.1,83.3,28.3,2.2,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keith Smart,1988,1989,1,1,PG,SAS,NBA,2,1.0,0.5,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Smart,2014,2022,8,0,PG,BOS,NBA,519,10.5,3.6,4.5,38.2,32.2,78.0,46.6,12.5,29.5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Belus Smawley,1946,1952,6,1,SG,STB,NBA,261,12.7,2.8,2.3,34.7,0,79.7,0,3.1,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Smiley,1948,1950,2,1,NA,DET,NBA,118,6.2,-,2.5,25.6,0,67.9,0,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Smith,1961,1972,11,1,SG,SAC,NBA,772,11.3,2.1,2.3,43.0,18.2,83.8,43.0,12.2,33.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Al Smith,1971,1976,5,1,PG,DEN,ABA,337,9.8,2.6,5.3,40.7,29.2,77.3,42.7,10.9,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Smith,1961,1962,1,1,NA,NYK,NBA,9,2.6,1.8,0.8,24.2,0,87.5,0,5.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bingo Smith,1969,1980,11,1,SF,CLE,NBA,865,12.6,4.2,2.0,44.9,28.4,79.8,45.0,14.1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Smith,1959,1962,2,1,NA,LAL,NBA,13,2.8,2.5,1.1,23.6,0,68.8,0,6.7,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Smith,1988,1997,9,1,PF,LAC,NBA,564,14.4,5.8,1.4,47.5,19.4,77.4,47.7,15.7,40.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Charles Smith,1989,1996,3,1,PG,BOS,NBA,73,2.5,1.0,1.6,43.3,0.0,67.5,43.3,11.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Smith,1997,2006,5,1,SG,LAC,NBA,142,5.1,1.4,0.9,40.9,28.8,60.6,45.9,11.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Smith,1992,1995,3,1,SG,MIN,NBA,224,5.1,1.3,2.8,43.5,36.6,71.3,46.6,10.7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Smith,2013,2014,1,1,PG,NYK,NBA,2,0.0,0.0,0.0,-,-,-,-,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Smith,1986,1991,2,1,SG,GSW,NBA,46,2.9,1.3,1.1,43.0,0.0,71.4,43.0,11.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Smith,2006,2012,6,1,PF,MIN,NBA,403,7.6,3.9,0.8,55.3,3.7,66.1,55.3,16.2,16.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Deb Smith,1946,1947,1,1,NA,STB,BAA,48,1.5,-,0.1,26.9,0,42.9,0,-,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
